# wx wy wz  dvx dvy dvz  mag  devMax devMin  nfaces  mat  pNy nPar created
-12.15063 0.00403 -14.85107  0.000000 0.004033 0.000000  0.004033  0.00 0.00  6  floor::mirUV  1.000 1 1
-12.33059 7.39812 -20.54036  0.012909 -0.007978 0.000000  0.015175  31.72 31.72  5  rooms  0.894 1 1
49.47403 6.25613 -63.40780  0.100025 0.000000 0.000000  0.100025  0.00 0.00  4  rooms  0.000 1 1
-0.92817 -0.02450 -6.16211  0.000000 -0.024496 0.000000  0.024496  0.00 0.00  4  floor::mirUV  1.000 1 1
-12.28323 -0.02979 -14.85108  0.000000 -0.029790 0.000000  0.029790  0.00 0.00  7  floor::mirUV  1.000 1 1
9.87480 4.93740 -38.38660  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms  0.000 1 1
-12.44352 12.25912 -34.83664  -0.100024 0.000000 0.000000  0.100024  0.00 0.00  5  rooms::mirUV  0.000 1 1
-6.26818 -0.00450 -13.81954  0.000000 -0.004496 0.000000  0.004496  0.00 0.00  7  floor::mirUV  1.000 1 1
-7.20841 -0.00450 -13.81954  0.000000 -0.004496 0.000000  0.004496  0.00 0.00  6  floor::mirUV  1.000 1 1
12.40558 12.20488 -17.47105  0.062082 0.000000 0.000000  0.062082  0.00 0.00  4  rooms  0.000 1 1
-7.35306 -0.02597 -13.81954  0.000000 -0.025967 0.000000  0.025967  0.00 0.00  8  floor::mirUV  1.000 1 1
12.47470 10.74632 -9.39595  0.131200 0.000000 0.000000  0.131200  0.00 0.00  4  rooms  0.000 1 1
-7.55798 -0.00450 -13.81954  0.000000 -0.004496 0.000000  0.004496  0.00 0.00  8  floor::mirUV  1.000 1 1
0.10849 -0.00832 -15.05359  0.000000 -0.008320 0.000000  0.008320  0.00 0.00  6  floor::mirUV  1.000 1 1
0.13260 -0.01744 -4.89521  0.000000 -0.017437 0.000000  0.017437  0.00 0.00  4  floor::mirUV  1.000 1 1
-7.70263 -0.00450 -13.81954  0.000000 -0.004496 0.000000  0.004496  0.00 0.00  5  floor::mirUV  1.000 1 1
-10.02307 0.25917 -5.45455  0.000000 0.000000 0.100024  0.100024  0.00 0.00  4  rooms::mirUV  0.000 1 1
0.10849 -0.01744 -35.10785  0.000000 -0.017437 0.000000  0.017437  0.00 0.00  4  floor::mirUV  1.000 1 1
17.79629 15.26664 -61.95376  -0.101788 -0.000003 0.000000  0.101788  0.00 0.00  5  rooms::mirUV  0.000 1 1
-8.47410 -0.00450 -13.81954  0.000000 -0.004496 0.000000  0.004496  0.00 0.00  7  floor::mirUV  1.000 1 1
49.46696 0.30738 -52.83385  0.092964 0.000000 0.000000  0.092964  0.00 0.00  7  rooms  0.000 1 1
-8.58259 -0.00803 -13.81954  0.000000 -0.008026 0.000000  0.008026  0.00 0.00  6  floor::mirUV  1.000 1 1
17.82688 9.32995 -51.45817  -0.071199 0.000000 0.000000  0.071199  0.00 0.00  6  rooms::mirUV  0.000 1 1
-0.21698 -0.01273 2.60612  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  6  floor::mirUV  1.000 1 1
0.13260 -0.00097 -13.55374  0.000000 -0.000967 0.000000  0.000967  0.00 0.00  7  floor::mirUV  1.000 1 1
-9.81212 -0.02538 -13.81954  0.000000 -0.025379 0.000000  0.025379  0.00 0.00  7  floor::mirUV  1.000 1 1
12.40558 0.20492 -11.47168  0.062082 0.000000 0.000000  0.062082  0.00 0.00  6  rooms  0.000 1 1
12.12652 -0.00950 -9.79464  0.000000 -0.009496 0.000000  0.009496  0.00 0.00  7  floor::mirUV  1.000 1 1
12.31928 2.48367 -20.05602  -0.024217 0.014967 0.000000  0.028468  31.72 31.72  2  rooms  0.000 1 1
18.49747 9.32995 -49.33545  -0.000002 0.000000 0.038551  0.038551  0.00 0.00  8  rooms::mirUV  0.000 1 1
-12.47470 4.74333 -15.91426  -0.131200 0.000000 0.000000  0.131200  0.00 0.00  4  rooms::mirUV  0.000 1 1
-1.85152 9.87480 -37.01817  0.000000 0.000000 0.012329  0.012329  0.00 0.00  6  rooms  0.000 1 1
-12.27117 -0.02450 -51.53200  0.000000 -0.024496 0.000000  0.024496  0.00 0.00  6  floor::mirUV  1.000 1 1
-2.49931 0.20492 -47.55854  -0.030612 0.000000 0.000000  0.030612  0.00 0.00  10  rooms::mirUV  0.000 1 1
5.03866 -0.00420 -21.37511  0.000000 -0.004202 0.000000  0.004202  0.00 0.00  7  floor::mirUV  1.000 1 1
-11.54792 -0.00450 -13.81954  0.000000 -0.004496 0.000000  0.004496  0.00 0.00  7  floor::mirUV  1.000 1 1
-2.59990 4.74694 -55.89523  -0.131200 0.000000 0.000000  0.131200  0.00 0.00  5  rooms::mirUV  0.000 1 1
-12.15063 -0.00450 -13.81954  0.000000 -0.004496 0.000000  0.004496  0.00 0.00  7  floor::mirUV  1.000 1 1
-6.13559 -0.02273 -13.68664  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  4  floor::mirUV  1.000 1 1
-9.66747 -0.00097 -24.88589  0.000000 -0.000967 0.000000  0.000967  0.00 0.00  8  floor::mirUV  1.000 1 1
-0.90406 -0.02450 -51.56015  0.000000 -0.024496 0.000000  0.024496  0.00 0.00  5  floor::mirUV  1.000 1 1
-10.52573 4.93740 -49.35368  0.000000 0.000000 0.020317  0.020317  0.00 0.00  5  rooms::mirUV  0.000 1 1
-4.61857 6.20189 -5.49514  0.000000 0.000000 0.059435  0.059435  0.00 0.00  6  rooms::mirUV  0.000 1 1
17.85694 1.80363 -62.99275  -0.041134 -0.000652 -0.020901  0.046144  26.95 26.95  3  rooms::mirUV  0.000 1 1
25.38282 6.20189 -49.31456  -0.000008 0.000000 0.059437  0.059437  0.00 0.00  6  rooms::mirUV  0.000 1 1
-8.73929 -0.00185 -15.05359  0.000000 -0.001849 0.000000  0.001849  0.00 0.00  6  floor::mirUV  1.000 1 1
17.79629 9.26667 -62.04779  -0.101788 0.000003 0.000000  0.101788  0.00 0.00  5  rooms::mirUV  0.000 1 1
-12.34326 0.00039 -32.13650  0.000244 0.000388 0.000000  0.000459  57.85 57.85  2  rooms::mirUV  0.000 1 1
2.41084 -0.02156 -16.02184  0.000000 -0.021555 0.000000  0.021555  0.00 0.00  8  floor::mirUV  1.000 1 1
12.38058 0.30738 -30.30426  0.037083 0.000000 0.000000  0.037083  0.00 0.00  8  rooms  0.000 1 1
-6.17175 -0.02273 -13.68664  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  6  floor::mirUV  1.000 1 1
-8.63804 -0.00979 -47.73463  0.000000 -0.009790 0.000000  0.009790  0.00 0.00  5  floor::mirUV  1.000 1 1
9.67952 -0.00038 -27.63425  0.000000 -0.000379 0.000000  0.000379  0.00 0.00  7  floor::mirUV  1.000 1 1
-4.94452 0.00615 -45.17914  -0.007115 0.006145 0.000000  0.009402  40.82 40.82  2  rooms  0.000 1 1
12.43753 2.53473 -19.13257  -0.017475 0.010277 -0.000143  0.020273  32.98 32.98  3  rooms::mirUV  0.894 1 1
-5.09893 -0.00156 -34.99937  0.000000 -0.001555 0.000000  0.001555  0.00 0.00  8  floor::mirUV  1.000 1 1
12.34764 9.20459 -22.11041  0.004142 0.000000 0.000000  0.004142  0.00 0.00  5  rooms  0.000 1 1
12.43941 4.68306 -10.95275  0.095906 0.000000 0.000000  0.095906  0.00 0.00  5  rooms  0.000 1 1
38.10845 13.67850 -75.92990  0.000000 0.000000 -0.017380  0.017380  0.00 0.00  11  rooms  0.000 1 1
-2.54725 4.68185 -37.95944  -0.078553 0.000000 0.000000  0.078553  0.00 0.00  6  rooms::mirUV  0.000 1 1
-8.83573 -0.00185 -26.45294  0.000000 -0.001849 0.000000  0.001849  0.00 0.00  7  floor::mirUV  1.000 1 1
-3.83324 -0.00185 -26.45294  0.000000 -0.001849 0.000000  0.001849  0.00 0.00  9  floor::mirUV  1.000 1 1
4.95912 -0.03362 -38.46244  -0.034438 -0.053616 -0.007313  0.064141  57.25 57.25  5  rooms::mirUV  0.000 1 1
31.97617 13.74179 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  6  rooms  0.000 1 1
12.33946 0.01582 -36.78395  -0.004042 0.015821 0.000000  0.016329  75.67 75.67  2  rooms  0.000 1 1
12.32235 2.48177 -19.17202  -0.021149 0.013070 0.000000  0.024862  31.72 31.72  2  rooms  0.000 1 1
32.89832 1.74485 -49.26986  0.000000 0.000000 0.104141  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
5.13812 0.31100 -43.85564  -0.068206 0.000000 -0.002689  0.068259  0.00 0.00  4  rooms::mirUV  0.000 1 1
23.87665 0.25305 -49.27398  -0.000006 -0.000091 0.100025  0.100025  0.06 0.00  5  rooms::mirUV  0.000 1 1
3.80458 4.74598 2.53905  0.131200 0.000000 0.000000  0.131200  0.00 0.00  6  rooms  0.000 1 1
-12.40294 6.20189 -10.00348  -0.059436 0.000000 0.000000  0.059436  0.00 0.00  6  rooms::mirUV  0.000 1 1
38.95375 15.20637 -49.36986  0.000000 0.000000 0.004143  0.004143  0.00 0.00  12  rooms::mirUV  0.000 1 1
3.78502 -0.00185 -24.88589  0.000000 -0.001849 0.000000  0.001849  0.00 0.00  5  floor::mirUV  1.000 1 1
-9.06717 12.20608 -37.09464  0.000000 0.000000 -0.064140  0.064140  0.00 0.00  6  rooms  0.000 1 1
-12.41084 -0.00364 -54.99398  -0.067338 -0.023645 -0.017796  0.073554  23.72 23.72  2  rooms::mirUV  0.000 1 1
-12.41058 9.33598 -12.43360  -0.067082 0.000000 0.000001  0.067082  0.00 0.00  7  rooms::mirUV  0.000 1 1
-2.25414 0.00403 -29.97276  0.000000 0.004033 0.000000  0.004033  0.00 0.00  7  floor::mirUV  1.000 1 1
17.83393 16.80657 -68.45128  -0.064142 0.000000 0.000000  0.064142  0.00 0.00  7  rooms::mirUV  0.000 1 1
12.47470 10.74511 -20.04915  0.131200 0.000000 0.000000  0.131200  0.00 0.00  5  rooms  0.000 1 1
-9.82417 -0.02538 -13.68664  0.000000 -0.025379 0.000000  0.025379  0.00 0.00  5  floor::mirUV  1.000 1 1
49.47579 3.27272 -74.52599  0.101788 0.000000 0.000000  0.101788  0.00 0.00  5  rooms  0.000 1 1
-9.94471 -0.02273 -13.68664  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  5  floor::mirUV  1.000 1 1
49.36798 0.01108 -64.57404  -0.006023 0.011084 0.000000  0.012615  61.48 61.48  2  rooms  0.000 1 1
-12.34350 4.68306 -18.48993  0.000000 0.000000 0.000000  0.000000  0.00 0.00  39  rooms::mirUV  0.000 1 1
-9.96882 -0.02273 -13.68664  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  5  floor::mirUV  1.000 1 1
-4.91443 4.80239 -40.11637  0.022965 0.000000 0.000000  0.022965  0.00 0.00  7  rooms  0.000 1 1
2.46870 0.00000 -1.30246  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  floor::mirUV  1.000 1 1
-11.23451 -0.02273 -13.68664  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  5  floor::mirUV  1.000 1 1
9.91541 4.80963 -44.51616  0.040612 0.000000 0.000000  0.040612  0.00 0.00  9  rooms  0.000 1 1
-11.40327 -0.02273 -13.68664  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  5  floor::mirUV  1.000 1 1
-12.38411 10.81262 -35.40921  -0.040612 0.000000 0.000000  0.040612  0.00 0.00  9  rooms::mirUV  0.000 1 1
3.51325 2.21866 0.46829  -0.009539 0.004541 0.000000  0.010564  0.02 0.00  8  rooms  0.430 1 1
-11.42738 -0.02273 -13.68664  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  4  floor::mirUV  1.000 1 1
2.59990 4.74694 -60.37321  0.131200 0.000000 0.000000  0.131200  0.00 0.00  6  rooms  0.000 1 1
19.99980 0.01031 -49.37798  0.000000 0.010307 -0.003983  0.011049  68.87 68.87  2  rooms::mirUV  0.000 1 1
9.87321 0.00135 -42.02697  -0.001589 0.001346 0.000000  0.002082  40.27 40.27  2  rooms  0.000 1 1
-2.51420 -0.03703 -53.50462  -0.045498 -0.057026 -0.006702  0.073259  51.61 51.61  2  rooms::mirUV  0.000 1 1
13.65111 4.81083 -23.50569  0.073259 0.000000 0.000000  0.073259  0.00 0.00  6  rooms  0.000 1 1
-11.54792 -0.02273 -13.68664  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  6  floor::mirUV  1.000 1 1
-9.85477 1.92867 -39.34491  0.020033 0.000000 0.000000  0.020033  0.00 0.00  7  rooms::mirUV  0.000 1 1
-12.24707 -0.03273 -13.68664  0.000000 -0.032732 0.000000  0.032732  0.00 0.00  5  floor::mirUV  1.000 1 1
-12.28323 -0.02979 -13.68664  0.000000 -0.029790 0.000000  0.029790  0.00 0.00  6  floor::mirUV  1.000 1 1
25.85927 10.67701 -75.91901  0.000000 0.000000 -0.006493  0.006493  0.00 0.00  6  rooms  0.000 1 1
-4.62881 -0.00303 -17.31917  0.000000 -0.003026 0.000000  0.003026  0.00 0.00  7  floor::mirUV  1.000 1 1
-1.07282 -0.00626 -17.58497  0.000000 -0.006261 0.000000  0.006261  0.00 0.00  8  floor::mirUV  1.000 1 1
-9.67952 -0.00097 -13.55374  0.000000 -0.000967 0.000000  0.000967  0.00 0.00  11  floor::mirUV  1.000 1 1
17.79805 18.26211 -65.47057  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  6  rooms::mirUV  0.000 1 1
-2.63789 0.30744 -1.71859  -0.018610 -0.008860 0.000000  0.020612  0.03 0.00  8  rooms::mirUV  0.430 1 1
12.47470 4.74336 -17.56598  0.131200 0.000032 0.000004  0.131200  0.00 0.00  5  rooms  0.000 1 1
-12.36787 2.46895 -20.56115  -0.006480 -0.008691 0.000290  0.010845  10.26 10.26  34  rooms::mirUV  0.894 1 1
-3.36706 3.26933 -3.44320  -0.090149 -0.000005 -0.047266  0.101788  0.02 0.00  5  rooms::mirUV  0.000 1 1
-9.82417 -0.02538 -13.55374  0.000000 -0.025379 0.000000  0.025379  0.00 0.00  7  floor::mirUV  1.000 1 1
12.34350 0.25917 -18.51525  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms  0.000 1 1
-2.53343 3.20401 -47.57045  -0.064730 0.000000 0.000000  0.064730  0.00 0.00  6  rooms::mirUV  0.000 1 1
-8.58259 -0.01303 -23.64733  0.000000 -0.013026 0.000000  0.013026  0.00 0.00  9  floor::mirUV  1.000 1 1
11.23451 -0.00479 -13.81954  0.000000 -0.004790 0.000000  0.004790  0.00 0.00  7  floor::mirUV  1.000 1 1
12.37527 -0.06601 -23.50569  0.031775 -0.066010 0.000000  0.073259  64.30 64.30  5  rooms  0.000 1 1
-9.96882 -0.01008 -13.55374  0.000000 -0.010084 0.000000  0.010084  0.00 0.00  8  floor::mirUV  1.000 1 1
-12.96141 2.66582 -20.48731  -0.044733 -0.089464 0.000008  0.100024  0.00 0.00  7  rooms::mirUV  0.894 1 1
-2.46870 0.00000 -54.12070  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  floor::mirUV  1.000 1 1
-5.50877 9.26968 -5.45279  0.000000 0.000000 0.101789  0.101789  0.00 0.00  4  rooms::mirUV  0.000 1 1
24.33773 9.32995 -75.95107  0.000000 0.000000 -0.038551  0.038551  0.00 0.00  7  rooms  0.000 1 1
-6.26818 -0.00097 -13.55374  0.000000 -0.000967 0.000000  0.000967  0.00 0.00  8  floor::mirUV  1.000 1 1
-1.52606 1.74545 -61.52540  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  4  rooms  0.000 1 1
-4.94672 2.79657 -42.43078  -0.009324 0.000000 0.000000  0.009324  0.00 0.00  5  rooms  0.000 1 1
-4.95326 1.39347 -45.51666  -0.015859 0.000000 0.000000  0.015859  0.00 0.00  6  rooms  0.000 1 1
49.47403 6.25613 -71.46783  0.100025 0.000000 0.000000  0.100025  0.00 0.00  6  rooms  0.000 1 1
47.40665 0.00017 -59.32602  -0.000107 0.000167 -0.000069  0.000209  37.32 37.32  7  floor::mirUV  1.000 1 1
2.24208 -0.00420 -21.37511  0.000000 -0.004202 0.000000  0.004202  0.00 0.00  9  floor::mirUV  1.000 1 1
5.14187 0.00116 -42.19294  0.000968 0.001160 0.000038  0.001511  50.12 50.11  2  rooms::mirUV  0.000 1 1
-12.15063 -0.00097 -13.55374  0.000000 -0.000967 0.000000  0.000967  0.00 0.00  6  floor::mirUV  1.000 1 1
12.34823 4.68306 -31.89541  0.004729 0.000000 0.000000  0.004729  0.00 0.00  10  rooms  0.000 1 1
17.88717 9.20338 -71.63448  -0.010906 0.000000 0.000000  0.010906  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.24707 -0.03273 -13.55374  0.000000 -0.032732 0.000000  0.032732  0.00 0.00  8  floor::mirUV  1.000 1 1
-6.26818 -0.00303 -12.52853  0.000000 -0.003026 0.000000  0.003026  0.00 0.00  5  floor::mirUV  1.000 1 1
18.54358 1.68156 -49.28104  0.000000 0.000000 0.092964  0.092964  0.00 0.00  5  rooms::mirUV  0.000 1 1
-9.96882 -0.01008 -12.52853  0.000000 -0.010084 0.000000  0.010084  0.00 0.00  6  floor::mirUV  1.000 1 1
17.79629 3.27272 -64.89468  -0.101788 0.000000 0.000000  0.101788  0.00 0.00  4  rooms::mirUV  0.000 1 1
-11.23451 -0.00038 -12.52853  0.000000 -0.000379 0.000000  0.000379  0.00 0.00  9  floor::mirUV  1.000 1 1
38.99986 18.26211 -49.27398  0.000000 0.000000 0.100025  0.100025  0.00 0.00  6  rooms::mirUV  0.000 1 1
4.74935 -0.01508 -7.42780  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  4  floor::mirUV  1.000 1 1
49.50520 16.74328 -56.44921  0.131199 0.000000 0.000000  0.131199  0.00 0.00  5  rooms  0.000 1 1
2.83274 -0.00097 -11.02869  0.000000 -0.000967 0.000000  0.000967  0.00 0.00  9  floor::mirUV  1.000 1 1
-12.34532 2.46758 -22.11041  -0.001818 -0.001123 0.000000  0.002137  31.71 31.71  4  rooms::mirUV  0.000 1 1
42.35752 0.01099 -75.90693  0.000000 0.010986 0.005592  0.012327  63.02 63.02  2  rooms  0.000 1 1
30.54685 13.74179 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1
48.38328 0.01295 -63.47501  -0.007099 0.012947 -0.002419  0.014963  30.08 30.08  4  floor::mirUV  1.000 1 1
12.33635 0.01416 -12.69861  -0.007151 0.014155 0.000000  0.015859  63.20 63.20  2  rooms  0.000 1 1
-11.42738 -0.00420 -12.52853  0.000000 -0.004202 0.000000  0.004202  0.00 0.00  6  floor::mirUV  1.000 1 1
-1.22953 -0.02450 -6.16211  0.000000 -0.024496 0.000000  0.024496  0.00 0.00  6  floor::mirUV  1.000 1 1
7.53387 -0.00391 -15.05359  0.000000 -0.003908 0.000000  0.003908  0.00 0.00  11  floor::mirUV  1.000 1 1
-0.92817 -0.00420 -6.29500  0.000000 -0.004202 0.000000  0.004202  0.00 0.00  8  floor::mirUV  1.000 1 1
-12.34350 0.00000 -12.52853  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  floor::mirUV  1.000 1 1
-12.34319 0.00064 -19.75523  0.000313 0.000645 0.000000  0.000716  64.11 64.11  2  rooms::mirUV  0.000 1 1
12.36651 10.80303 -5.53096  0.023012 0.056711 0.023615  0.065600  69.46 68.90  6  rooms  0.000 2 1
40.98247 12.25912 -49.27398  0.000000 0.000000 0.100025  0.100025  0.00 0.00  4  rooms::mirUV  0.000 1 1
-6.26818 -0.01273 -12.42095  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  6  floor::mirUV  1.000 1 1
-9.86240 1.22350 -37.41623  0.012401 0.000000 0.000000  0.012401  0.00 0.00  4  rooms::mirUV  0.000 1 1
17.76687 10.74933 -68.45128  -0.131201 0.000000 0.000000  0.131201  0.00 0.00  5  rooms::mirUV  0.000 1 1
-7.16019 -0.01273 -12.42095  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  5  floor::mirUV  1.000 1 1
-7.43021 -0.02920 -46.46291  0.000000 -0.029202 0.000000  0.029202  0.00 0.00  5  floor::mirUV  1.000 1 1
6.45382 12.25912 -5.45455  0.000000 -0.000001 0.100024  0.100024  0.00 0.00  5  rooms::mirUV  0.000 1 1
-7.20841 -0.01273 -12.42095  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  6  floor::mirUV  1.000 1 1
2.16976 -0.00097 -9.79464  0.000000 -0.000967 0.000000  0.000967  0.00 0.00  7  floor::mirUV  1.000 1 1
-7.47360 -0.01273 -12.42095  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  5  floor::mirUV  1.000 1 1
-12.44352 6.25613 -9.27571  -0.100024 0.000000 0.000000  0.100024  0.00 0.00  4  rooms::mirUV  0.000 1 1
12.47470 10.74632 -18.36969  0.131200 0.000000 0.000000  0.131200  0.00 0.00  5  rooms  0.000 1 1
2.46793 0.00133 -39.56425  -0.000775 0.001332 0.000000  0.001541  59.83 59.83  2  rooms  0.000 1 1
-8.70313 -0.01273 -12.42095  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  4  floor::mirUV  1.000 1 1
2.56461 3.33419 -46.95115  0.095906 0.000000 0.000000  0.095906  0.00 0.00  6  rooms  0.000 1 1
17.79805 12.25912 -54.40723  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  5  rooms::mirUV  0.000 1 1
-9.96882 -0.01273 -12.42095  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  4  floor::mirUV  1.000 1 1
-10.11347 -0.01273 -12.42095  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  4  floor::mirUV  1.000 1 1
14.81155 3.26920 -61.53107  -0.045307 0.000099 -0.091148  0.101788  0.09 0.00  5  rooms  0.000 1 1
37.47831 -0.00049 -49.37360  0.000000 -0.000489 0.000404  0.000634  50.39 50.39  4  rooms::mirUV  0.000 1 1
2.56872 0.25796 -40.84155  0.100024 0.000000 0.000000  0.100024  0.00 0.00  5  rooms  0.000 1 1
49.43814 4.80963 -62.44889  0.064140 0.000000 0.000000  0.064140  0.00 0.00  7  rooms  0.000 1 1
2.47383 0.02614 0.57168  -0.003468 0.008084 -0.000232  0.008800  41.35 41.35  2  rooms  0.430 1 1
-2.56461 3.33419 -58.95598  -0.095906 0.000000 0.000000  0.095906  0.00 0.00  6  rooms::mirUV  0.000 1 1
42.19038 0.00049 -49.37450  0.000000 0.000489 -0.000496  0.000697  44.62 44.62  2  rooms::mirUV  0.000 1 1
1.92385 10.74638 -5.42337  0.000000 0.000000 0.131200  0.131200  0.00 0.00  6  rooms::mirUV  0.000 1 1
12.42537 7.45670 -19.85327  0.081870 0.050599 0.000000  0.096244  31.72 31.72  5  rooms  0.000 1 1
3.72987 3.20545 -2.49207  0.056494 0.000000 0.000000  0.056494  0.00 0.00  6  rooms  0.000 1 1
30.51611 1.68156 -76.00666  0.000000 0.000000 -0.094139  0.094139  0.00 0.00  6  rooms  0.000 1 1
-10.17374 -0.01273 -12.42095  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  5  floor::mirUV  1.000 1 1
12.36264 10.68002 -16.89517  0.019141 0.000000 0.000000  0.019141  0.00 0.00  8  rooms  0.000 1 1
41.87388 9.20338 -49.30603  0.000000 0.000000 0.067966  0.067966  0.00 0.00  6  rooms::mirUV  0.000 1 1
-9.86710 0.02807 -39.98838  0.007702 0.008066 -0.000008  0.011152  46.32 46.32  2  rooms::mirUV  0.000 1 1
-10.94521 -0.01273 -12.42095  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  5  floor::mirUV  1.000 1 1
15.50990 3.33419 -56.53732  0.019828 -0.000002 0.033062  0.038552  0.00 0.00  9  rooms::mirUV  0.000 1 1
8.69108 -0.01273 -12.42095  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  7  floor::mirUV  1.000 1 1
10.97655 7.67852 -5.53514  0.000000 0.000000 0.019435  0.019435  0.00 0.00  11  rooms::mirUV  0.000 1 1
7.44950 0.00374 -18.51525  0.000000 0.003739 0.000000  0.003739  0.00 0.00  6  floor::mirUV  1.000 1 1
-12.46387 4.74578 -56.21511  -0.120369 -0.001159 -0.052189  0.131201  66.56 23.45  4  rooms  0.000 2 1
17.79393 1.74485 -52.05305  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1
-11.23451 -0.01273 -12.42095  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  4  floor::mirUV  1.000 1 1
30.85567 0.01031 -75.90380  0.000000 0.010315 0.008720  0.013507  49.79 49.79  2  rooms  0.000 1 1
-11.29478 -0.01273 -12.42095  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  6  floor::mirUV  1.000 1 1
-7.20841 0.00286 -12.31969  0.000000 0.002857 0.000000  0.002857  0.00 0.00  8  floor::mirUV  1.000 1 1
17.89808 12.30975 -62.95185  0.000000 0.000000 0.000000  0.000000  0.00 0.00  5  rooms::mirUV  0.000 1 1
-7.34101 -0.01979 -12.31969  0.000000 -0.019790 0.000000  0.019790  0.00 0.00  6  floor::mirUV  1.000 1 1
-4.95380 -0.00891 -40.14106  0.005298 -0.008906 -0.000572  0.010379  30.89 30.89  5  floor::mirUV  1.000 1 1
0.48940 3.33419 -61.45981  0.000000 -0.000002 -0.038551  0.038551  0.00 0.00  4  rooms  0.000 1 1
-2.91038 0.95370 0.55337  0.010070 0.004794 0.000000  0.011153  0.00 0.00  6  rooms::mirUV  0.430 1 1
-6.24709 9.20338 -5.54367  0.000000 0.000000 0.010906  0.010906  0.00 0.00  5  rooms::mirUV  0.000 1 1
-7.84728 0.00021 -12.31969  0.000000 0.000210 0.000000  0.000210  0.00 0.00  6  floor::mirUV  1.000 1 1
-8.61875 -0.01508 -12.31969  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  5  floor::mirUV  1.000 1 1
49.40461 6.20189 -63.91317  0.030613 0.000000 0.000000  0.030613  0.00 0.00  10  rooms  0.000 1 1
-8.70313 -0.00656 -12.31969  0.000000 -0.006555 0.000000  0.006555  0.00 0.00  6  floor::mirUV  1.000 1 1
14.93414 4.93740 -61.47835  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms  0.000 1 1
17.89808 18.51525 -57.28035  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms::mirUV  0.000 1 1
4.47512 7.74482 -5.45043  0.000000 0.000000 0.104141  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1
5.19692 0.00119 -43.58646  0.001092 0.001187 0.000042  0.001614  47.39 47.37  2  rooms::mirUV  0.000 1 1
