# wx wy wz  dvx dvy dvz  mag  devMax devMin  nfaces  mat  pNy nPar created
12.40294 12.20488 -28.00793  0.059436 0.000000 0.000000  0.059436  0.00 0.00  6  rooms  0.000 1 1
2.56284 0.31100 -40.87728  0.094141 -0.000000 0.000000  0.094141  0.00 0.00  6  rooms  0.000 1 1
-9.70363 -0.00508 -22.61368  0.000000 -0.005085 0.000000  0.005085  0.00 0.00  6  floor::mirUV  1.000 1 1
10.00600 4.74694 -39.91145  0.131200 0.000000 0.000000  0.131200  0.00 0.00  4  rooms  0.000 1 1
12.37411 12.20487 -29.41225  0.030612 -0.000001 0.000000  0.030612  0.00 0.00  11  rooms  0.000 1 1
12.40558 12.20488 -29.47252  0.062082 -0.000001 0.000000  0.062082  0.00 0.00  4  rooms  0.000 1 1
1.41516 0.20492 -61.50304  -0.000005 0.000000 -0.081787  0.081787  0.00 0.00  6  rooms  0.000 1 1
-7.28556 -0.01920 -42.66584  0.000000 -0.019202 0.000000  0.019202  0.00 0.00  5  floor::mirUV  1.000 1 1
12.41676 12.20488 -29.50265  0.073259 -0.000001 0.000000  0.073259  0.00 0.00  6  rooms  0.000 1 1
12.37411 12.20488 -29.56292  0.030612 -0.000001 0.000000  0.030612  0.00 0.00  7  rooms  0.000 1 1
37.33999 13.74179 -49.26986  0.000000 0.000000 0.104141  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1
12.37411 12.20488 -31.03956  0.030612 0.000000 0.000000  0.030612  0.00 0.00  5  rooms  0.000 1 1
41.02858 18.26211 -49.27398  0.000000 0.000000 0.100025  0.100025  0.00 0.00  5  rooms::mirUV  0.000 1 1
12.40294 12.20488 -34.00490  0.059436 0.000000 0.000000  0.059436  0.00 0.00  6  rooms  0.000 1 1
12.47701 3.26850 -24.73405  0.045518 0.000003 -0.091043  0.101788  0.02 0.00  5  rooms  0.000 1 1
12.37411 12.20488 -35.40921  0.030612 0.000000 0.000000  0.030612  0.00 0.00  11  rooms  0.000 1 1
-9.61443 0.00256 -49.37400  0.000000 0.002563 0.000000  0.002563  0.00 0.00  4  floor::mirUV  1.000 1 1
12.07563 0.20492 -53.47041  0.065073 0.000000 0.033649  0.073258  0.00 0.00  5  rooms  0.000 1 1
-4.57216 3.26669 -5.45279  -0.000001 0.000002 0.101789  0.101789  0.00 0.00  6  rooms::mirUV  0.000 1 1
12.41676 12.20488 -35.50564  0.073259 0.000000 0.000000  0.073259  0.00 0.00  6  rooms  0.000 1 1
-12.37411 12.20488 -30.91299  -0.030612 0.000000 0.000000  0.030612  0.00 0.00  9  rooms::mirUV  0.000 1 1
8.69108 -0.02450 -6.16211  0.000000 -0.024496 0.000000  0.024496  0.00 0.00  4  floor::mirUV  1.000 1 1
12.44352 12.25912 -35.46948  0.100024 0.000000 0.000000  0.100024  0.00 0.00  6  rooms  0.000 1 1
-4.94915 0.00665 -48.45788  -0.011753 0.006653 0.000000  0.013506  29.51 29.51  2  rooms  0.000 1 1
12.47470 4.74333 -36.54833  0.131200 0.000000 0.000000  0.131200  0.00 0.00  6  rooms  0.000 1 1
12.44352 12.25912 -35.50564  0.100024 0.000000 0.000000  0.100024  0.00 0.00  5  rooms  0.000 1 1
-11.66244 10.68002 -37.04581  0.000000 0.000000 -0.015316  0.015316  0.00 0.00  10  rooms  0.000 1 1
12.44352 12.25912 -25.85626  0.100024 0.000000 0.000000  0.100024  0.00 0.00  6  rooms  0.000 1 1
5.17410 0.01993 -43.03685  -0.000061 -0.000068 -0.000015  0.000092  48.66 48.62  34  rooms::mirUV  0.000 1 1
48.51333 0.25314 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  4  rooms  0.000 1 1
12.44352 12.25912 -25.90447  0.100024 -0.000002 0.000000  0.100024  0.00 0.00  4  rooms  0.000 1 1
-4.79757 -0.01273 -12.42095  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  6  floor::mirUV  1.000 1 1
12.44352 12.25912 -26.45294  0.100024 0.000000 0.000000  0.100024  0.00 0.00  4  rooms  0.000 1 1
12.44352 12.25912 -26.51924  0.100024 0.000000 0.000000  0.100024  0.00 0.00  5  rooms  0.000 1 1
20.92579 0.20793 -49.30986  0.000004 0.000000 0.064140  0.064140  0.00 0.00  8  rooms::mirUV  0.000 1 1
3.32135 4.68089 4.06006  0.057377 0.000000 0.049245  0.075612  0.03 0.00  6  rooms  0.000 1 1
12.44352 12.25914 -27.91150  0.100024 0.000024 0.000002  0.100024  0.00 0.00  6  rooms  0.000 1 1
49.47403 6.25613 -51.27887  0.100025 0.000000 0.000000  0.100025  0.00 0.00  4  rooms  0.000 1 1
12.44352 12.25912 -28.83968  0.100024 -0.000002 -0.000006  0.100024  0.00 0.00  5  rooms  0.000 1 1
49.47814 1.74485 -62.48776  0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms  0.000 1 1
12.44353 12.25912 -29.41225  0.100024 0.000004 0.000000  0.100024  0.00 0.00  5  rooms  0.000 1 1
12.44353 12.25912 -29.47252  0.100024 0.000004 0.000000  0.100024  0.00 0.00  6  rooms  0.000 1 1
34.48134 10.81262 -75.95313  0.000000 0.000000 -0.040611  0.040611  0.00 0.00  11  rooms  0.000 1 1
2.46750 0.00091 -54.19179  -0.001198 0.000915 0.000000  0.001507  37.37 37.37  2  rooms  0.000 1 1
12.44353 12.25912 -29.50265  0.100024 0.000004 0.000000  0.100024  0.00 0.00  5  rooms  0.000 1 1
-1.23676 -0.02803 -41.43703  0.000000 -0.028026 0.000000  0.028026  0.00 0.00  6  floor::mirUV  1.000 1 1
5.95477 -0.02214 -8.69349  0.000000 -0.022143 0.000000  0.022143  0.00 0.00  6  floor::mirUV  1.000 1 1
12.44352 12.25912 -30.30425  0.100024 0.000002 0.000002  0.100024  0.00 0.00  5  rooms  0.000 1 1
12.44352 12.25912 -30.35247  0.100024 0.000000 -0.000002  0.100024  0.00 0.00  5  rooms  0.000 1 1
19.48109 0.20793 -49.34339  -0.000002 0.000000 0.030613  0.030613  0.05 0.00  9  rooms::mirUV  0.000 1 1
24.33773 15.26966 -49.27221  0.000000 0.000006 0.101788  0.101788  0.00 0.00  4  rooms::mirUV  0.000 1 1
5.86316 7.80148 -37.01994  0.000000 0.000000 0.010563  0.010563  0.00 0.00  4  rooms  0.000 1 1
-12.38205 3.33299 -13.89548  -0.038553 0.000000 0.000000  0.038553  0.00 0.00  6  rooms::mirUV  0.000 1 1
-10.04115 -0.00097 -26.12748  0.000000 -0.000967 0.000000  0.000967  0.00 0.00  12  floor::mirUV  1.000 1 1
-12.32411 2.48068 -23.07861  0.019388 0.011982 0.000000  0.022792  31.72 31.72  2  rooms::mirUV  0.000 1 1
12.44352 12.25912 -30.91299  0.100024 0.000000 0.000000  0.100024  0.00 0.00  6  rooms  0.000 1 1
34.48134 9.26666 -49.27221  0.000000 0.000000 0.101788  0.101788  0.00 0.00  6  rooms::mirUV  0.000 1 1
-4.94481 0.00668 -44.84162  -0.007411 0.006679 0.000000  0.009976  42.03 42.03  2  rooms  0.000 1 1
-12.34350 0.00000 -16.02184  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  floor::mirUV  1.000 1 1
11.10915 8.94904 -37.02104  0.000000 0.000000 0.009457  0.009457  0.00 0.00  6  rooms  0.000 1 1
10.89700 -0.00008 -16.02184  0.000000 -0.000084 0.000000  0.000084  0.00 0.00  7  floor::mirUV  1.000 1 1
12.44352 12.25912 -30.97326  0.100024 0.000000 0.000000  0.100024  0.00 0.00  4  rooms  0.000 1 1
12.44352 12.25912 -31.03956  0.100024 0.000000 0.000000  0.100024  0.00 0.00  5  rooms  0.000 1 1
-2.49931 0.20492 -59.56337  -0.030612 0.000000 0.000000  0.030612  0.00 0.00  10  rooms::mirUV  0.000 1 1
-9.89541 0.31823 -38.57344  -0.020612 0.000000 0.000000  0.020612  0.00 0.00  8  rooms::mirUV  0.000 1 1
1.24158 -0.02450 -36.37957  0.000000 -0.024496 0.000000  0.024496  0.00 0.00  6  floor::mirUV  1.000 1 1
17.79629 15.26966 -50.43296  -0.101788 0.000000 0.000000  0.101788  0.00 0.00  5  rooms::mirUV  0.000 1 1
12.44352 12.25912 -31.85322  0.100024 -0.000002 -0.000002  0.100024  0.00 0.00  6  rooms  0.000 1 1
17.83099 16.67879 -60.43011  -0.067083 0.000000 0.000000  0.067083  0.00 0.00  5  rooms::mirUV  0.000 1 1
12.44352 12.25912 -32.51620  0.100024 -0.000004 0.000000  0.100024  0.00 0.00  5  rooms  0.000 1 1
17.88115 0.19676 -75.99339  -0.016924 -0.056374 -0.080872  0.100023  80.26 36.05  4  rooms::mirUV  0.000 2 1
17.79393 7.74844 -58.83655  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  6  rooms::mirUV  0.000 1 1
25.32135 6.20189 -49.34339  0.000000 0.000000 0.030613  0.030613  0.00 0.00  6  rooms::mirUV  0.000 1 1
1.24158 -0.00920 -26.45294  0.000000 -0.009202 0.000000  0.009202  0.00 0.00  6  floor::mirUV  1.000 1 1
17.76687 4.74634 -57.52505  -0.131201 0.000000 0.000000  0.131201  0.00 0.00  5  rooms::mirUV  0.000 1 1
12.44352 12.25912 -33.27562  0.100024 -0.000004 0.000000  0.100024  0.00 0.00  5  rooms  0.000 1 1
12.44352 12.25912 -33.34192  0.100024 -0.000002 0.000000  0.100024  0.00 0.00  6  rooms  0.000 1 1
49.47814 13.74179 -60.90686  0.104141 0.000006 0.000000  0.104141  0.00 0.00  4  rooms  0.000 1 1
12.44353 12.25912 -33.40821  0.100024 0.000002 0.000000  0.100024  0.00 0.00  4  rooms  0.000 1 1
42.51938 1.68156 -76.00666  0.000000 0.000000 -0.094139  0.094139  0.00 0.00  6  rooms  0.000 1 1
-5.10134 -0.02214 -38.89890  0.000000 -0.022143 0.000000  0.022143  0.00 0.00  4  floor::mirUV  1.000 1 1
12.44353 12.25912 -34.00489  0.100024 0.000002 0.000000  0.100024  0.02 0.00  5  rooms  0.000 1 1
12.44353 12.25912 -34.77636  0.100024 0.000002 0.000000  0.100024  0.00 0.00  6  rooms  0.000 1 1
2.62782 -0.00244 -8.56059  0.000000 -0.002437 0.000000  0.002437  0.00 0.00  7  floor::mirUV  1.000 1 1
12.44353 12.25912 -34.83663  0.100024 0.000004 0.000004  0.100024  0.00 0.00  5  rooms  0.000 1 1
29.27505 0.00115 -75.91149  0.000000 0.001145 0.001030  0.001540  48.03 48.03  2  rooms  0.000 1 1
12.34350 12.34350 -25.80201  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms  0.000 1 1
25.76706 0.00139 -74.25387  0.000000 0.001386 0.000000  0.001386  0.00 0.00  8  floor::mirUV  1.000 1 1
12.34350 12.34350 -25.85626  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms  0.000 1 1
9.91188 0.31100 -37.80197  0.037083 -0.000001 0.000000  0.037083  0.00 0.00  8  rooms  0.000 1 1
2.59990 4.74694 -47.47517  0.131200 0.000000 0.000000  0.131200  0.00 0.00  5  rooms  0.000 1 1
12.34350 12.34350 -25.90447  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1
12.34699 12.32195 -27.40533  0.003485 0.008590 -0.000105  0.009270  67.92 67.92  8  rooms  0.000 1 1
-12.96141 6.25733 -18.71238  -0.044732 -0.000003 0.089464  0.100024  0.02 0.00  6  rooms::mirUV  0.000 1 1
5.06737 3.26910 -42.91198  -0.101709 -0.000000 -0.004009  0.101788  0.00 0.00  5  rooms::mirUV  0.000 1 1
-12.34214 0.00277 -29.90044  0.001356 0.002768 0.000000  0.003082  63.90 63.90  2  rooms::mirUV  0.000 1 1
-4.91443 4.85182 -42.04504  0.022965 0.000000 0.000000  0.022965  0.00 0.00  4  rooms  0.000 1 1
12.35145 12.33011 -28.77972  0.007946 0.016750 -0.000315  0.018542  64.63 64.61  8  rooms  0.000 1 1
12.35367 12.33459 -28.87021  0.010167 0.021222 -0.000406  0.023535  64.41 64.40  6  rooms  0.000 1 1
49.47579 3.27272 -65.63662  0.101788 0.000000 0.000000  0.101788  0.00 0.00  6  rooms  0.000 1 1
12.34350 12.34350 -30.35247  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms  0.000 1 1
9.86429 0.01107 -44.22083  -0.010506 0.011072 0.000000  0.015263  46.50 46.50  2  rooms  0.000 1 1
-1.08006 7.77086 -5.16602  0.000000 0.002166 0.002816  0.003553  0.02 0.00  6  rooms::mirUV  0.610 1 1
12.34804 12.32144 -30.40694  0.004539 0.008080 -0.000219  0.009270  60.69 60.69  7  rooms  0.000 1 1
17.79805 0.25314 -67.90703  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  4  rooms::mirUV  0.000 1 1
12.34350 12.34350 -30.40672  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms  0.000 1 1
12.35352 12.32896 -31.80555  0.010019 0.015592 -0.000549  0.018541  57.29 57.29  9  rooms  0.000 1 1
12.34350 12.34350 -31.90746  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1
-12.47470 4.74333 -15.52189  -0.131200 0.000000 0.000000  0.131200  0.00 0.00  5  rooms::mirUV  0.000 1 1
12.36543 12.34324 -33.27693  0.021933 0.029872 -0.001316  0.037082  53.74 53.74  8  rooms  0.000 1 1
-9.86482 0.83897 -47.83106  0.009976 0.000000 0.000000  0.009976  0.00 0.00  6  rooms::mirUV  0.000 1 1
12.34350 12.34350 -33.27562  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms  0.000 1 1
12.34350 0.00000 -7.84211  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1
12.34350 12.34350 -33.34192  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms  0.000 1 1
12.47470 4.74333 -36.97625  0.131200 0.000000 0.000000  0.131200  0.00 0.00  5  rooms  0.000 1 1
12.34350 12.34350 -33.40821  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1
12.34350 12.34350 -34.77636  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms  0.000 1 1
-9.20037 1.74786 -5.45043  0.000000 0.000000 0.104141  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
-6.12353 -0.01744 -37.51869  0.000000 -0.017437 0.000000  0.017437  0.00 0.00  7  floor::mirUV  1.000 1 1
12.35843 12.33115 -34.83760  0.014932 0.017784 -0.000965  0.023241  50.03 50.02  7  rooms  0.000 1 1
-8.35115 0.00021 -37.72361  0.000000 0.000210 0.000000  0.000210  0.00 0.00  6  floor::mirUV  1.000 1 1
2.51059 -0.04974 -39.97480  0.041890 -0.069735 -0.008457  0.081788  59.19 59.19  3  rooms  0.000 1 1
37.38610 0.25314 -49.27398  0.000000 0.000000 0.100025  0.100025  0.00 0.00  5  rooms::mirUV  0.000 1 1
12.34350 12.34350 -34.83664  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1
2.46244 0.01500 -0.78111  -0.006264 0.015004 0.000000  0.016259  41.88 41.88  2  rooms  0.430 1 1
5.01455 -0.00038 -15.05359  0.000000 -0.000379 0.000000  0.000379  0.00 0.00  8  floor::mirUV  1.000 1 1
12.35865 12.33135 -34.87378  0.015148 0.017986 -0.000980  0.023536  49.94 49.94  6  rooms  0.000 1 1
12.36897 12.34026 -36.30296  0.025473 0.026893 -0.001743  0.037082  46.61 46.61  9  rooms  0.000 1 1
-4.94267 4.33951 -40.88784  -0.005270 0.000000 0.000000  0.005270  0.00 0.00  7  rooms  0.000 1 1
12.36744 12.34164 -34.93462  0.023937 0.028279 -0.001556  0.037083  49.80 49.80  6  rooms  0.000 1 1
-12.32727 7.39607 -23.28532  0.016230 -0.010030 0.000000  0.019079  31.72 31.72  2  rooms  0.894 1 1
12.34350 12.34350 -34.93307  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms  0.000 1 1
2.95087 3.26910 -37.13229  0.000000 0.000000 -0.101788  0.101788  0.00 0.00  4  rooms  0.000 1 1
49.37814 9.20338 -66.90653  0.004143 0.000000 0.000000  0.004143  0.00 0.00  10  rooms  0.000 1 1
-12.34107 0.00693 -22.14940  0.002431 0.006927 0.000000  0.007341  70.66 70.66  2  rooms::mirUV  0.000 1 1
49.37368 0.00055 -63.21342  -0.000320 0.000554 0.000000  0.000640  59.93 59.93  2  rooms  0.000 1 1
12.36294 7.68094 -24.40674  0.019436 0.000000 0.000000  0.019436  0.00 0.00  6  rooms  0.000 1 1
-12.34845 -0.00945 -19.12380  -0.004948 -0.009447 0.000000  0.010664  62.36 62.36  2  rooms::mirUV  0.000 1 1
17.79629 9.26671 -74.43166  -0.101788 0.000047 0.000000  0.101788  0.03 0.02  5  rooms::mirUV  0.000 1 1
12.28323 -0.02273 -33.83011  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  4  floor::mirUV  1.000 1 1
-1.30668 -0.02920 -46.48668  0.000000 -0.029202 0.000000  0.029202  0.00 0.00  5  floor::mirUV  1.000 1 1
-12.34899 -0.01043 -19.08170  -0.005490 -0.010432 0.000000  0.011788  62.24 62.24  2  rooms::mirUV  0.000 1 1
-12.34315 0.00067 -16.78224  0.000347 0.000671 0.000000  0.000756  62.66 62.66  2  rooms::mirUV  0.000 1 1
23.81518 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1
-12.34350 0.00000 -16.82437  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
-10.49197 2.16011 -37.01677  0.000000 0.000000 0.013729  0.013729  0.00 0.00  6  rooms  0.000 1 1
-12.33977 0.00939 -21.30109  0.003731 0.009388 0.000000  0.010102  68.33 68.33  2  rooms::mirUV  0.000 1 1
0.10849 -0.00567 -12.31969  0.000000 -0.005673 0.000000  0.005673  0.00 0.00  5  floor::mirUV  1.000 1 1
-12.33958 0.00981 -21.25748  0.003923 0.009812 0.000000  0.010567  68.21 68.21  2  rooms::mirUV  0.000 1 1
4.95608 4.74331 -5.42337  0.000001 -0.000014 0.131200  0.131200  0.00 0.00  5  rooms::mirUV  0.000 1 1
-12.34350 0.00000 -31.75679  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
12.43764 0.30738 -10.87047  0.094141 0.000002 0.000003  0.094141  0.00 0.00  6  rooms  0.000 1 1
-12.34315 0.00073 -19.79733  0.000351 0.000726 0.000000  0.000807  64.21 64.21  2  rooms::mirUV  0.000 1 1
49.50520 16.74329 -60.97166  0.131199 0.000008 -0.000008  0.131199  0.06 0.00  5  rooms  0.000 1 1
-12.34273 0.00150 -16.44525  0.000766 0.001505 0.000000  0.001688  63.03 63.03  2  rooms::mirUV  0.000 1 1
12.34350 0.02000 -32.25787  0.000000 0.000000 0.000000  0.000000  0.00 0.00  34  rooms  0.000 1 1
-12.34273 0.00150 -16.48738  0.000767 0.001504 0.000000  0.001688  62.99 62.99  2  rooms::mirUV  0.000 1 1
2.57049 3.26910 -52.04844  0.101789 0.000000 0.000000  0.101789  0.00 0.00  4  rooms  0.000 1 1
2.76450 0.63516 0.57464  -0.005371 0.002557 0.000000  0.005948  0.00 0.00  7  rooms  0.430 1 1
2.48317 -0.03273 -27.53179  0.000000 -0.032732 0.000000  0.032732  0.00 0.00  7  floor::mirUV  1.000 1 1
-12.34297 0.00160 -22.48617  0.000533 0.001602 0.000000  0.001688  71.59 71.59  2  rooms::mirUV  0.000 1 1
12.44352 12.25912 -6.35196  0.100024 0.000000 0.000000  0.100024  0.00 0.00  5  rooms  0.000 1 1
9.86685 0.00625 -41.28563  -0.007950 0.006250 0.000000  0.010113  38.17 38.17  2  rooms  0.000 1 1
-12.33975 0.00895 -20.90867  0.003755 0.008950 0.000000  0.009706  67.24 67.24  2  rooms::mirUV  0.000 1 1
17.86746 18.20787 -65.56551  -0.030611 0.000000 0.000000  0.030611  0.00 0.00  7  rooms::mirUV  0.000 1 1
-12.34350 0.00000 -15.60831  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
-9.86365 3.78020 -43.20225  0.011152 0.000000 0.000000  0.011152  0.00 0.00  6  rooms::mirUV  0.000 1 1
-9.87037 0.03157 -47.83228  0.004434 0.011566 -0.001217  0.012447  69.13 69.13  2  rooms::mirUV  0.000 1 1
-3.08094 1.26521 -5.25586  0.004938 0.000000 -0.009876  0.011042  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.34350 9.26968 -37.03050  0.000000 0.000000 0.000000  0.000000  0.00 0.00  5  rooms  0.000 1 1
-12.34350 0.00000 -15.65202  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
4.47512 7.81112 -5.51749  0.000000 0.000000 0.037083  0.037083  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.34337 0.00038 -9.77803  0.000133 0.000382 0.000000  0.000404  70.84 70.84  2  rooms::mirUV  0.000 1 1
-12.34330 0.00067 -23.11760  0.000200 0.000668 0.000000  0.000697  73.30 73.30  2  rooms::mirUV  0.000 1 1
-12.41058 9.33598 -30.43083  -0.067082 0.000000 0.000000  0.067082  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.34350 0.00000 -21.60630  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
25.27525 15.26966 -76.01431  0.000000 0.000000 -0.101791  0.101791  0.00 0.00  6  rooms  0.000 1 1
2.46204 0.00743 -47.28835  -0.006657 0.007430 0.000000  0.009976  48.14 48.14  2  rooms  0.000 1 1
-12.15063 -0.00038 -12.52853  0.000000 -0.000379 0.000000  0.000379  0.00 0.00  8  floor::mirUV  1.000 1 1
-9.86052 1.59718 -39.73064  0.014276 0.000000 0.000000  0.014276  0.00 0.00  4  rooms::mirUV  0.000 1 1
-12.32411 2.48068 -23.07475  0.019388 0.011982 0.000000  0.022792  31.72 31.72  2  rooms::mirUV  0.894 1 1
-12.44352 0.25917 -33.96873  -0.100024 0.000000 0.000000  0.100024  0.00 0.00  4  rooms::mirUV  0.000 1 1
-3.32547 4.74598 -3.58587  -0.116197 0.000000 -0.060924  0.131200  0.03 0.00  5  rooms::mirUV  0.000 1 1
-12.34350 0.00000 -16.27676  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
-12.34293 0.00167 -22.31778  0.000569 0.001666 0.000000  0.001760  71.13 71.13  2  rooms::mirUV  0.000 1 1
17.79393 13.74179 -57.95960  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.34293 0.00167 -22.27569  0.000574 0.001666 0.000000  0.001763  70.99 70.99  2  rooms::mirUV  0.000 1 1
34.47836 0.00571 -49.36353  0.004410 -0.014292 0.010471  0.018258  55.00 55.00  3  rooms::mirUV  0.000 1 1
31.42289 18.20787 -49.29221  0.000000 0.000000 0.081787  0.081787  0.00 0.00  6  rooms::mirUV  0.000 1 1
-12.33956 0.00924 -20.77786  0.003942 0.009236 0.000000  0.010042  66.88 66.88  2  rooms::mirUV  0.000 1 1
31.46899 0.02000 -75.91252  0.000000 0.000000 0.000000  0.000000  0.00 0.00  34  rooms  0.000 1 1
-7.19636 -0.00303 -32.45593  0.000000 -0.003026 0.000000  0.003026  0.00 0.00  7  floor::mirUV  1.000 1 1
-12.33933 0.00972 -20.73426  0.004171 0.009716 0.000000  0.010573  66.76 66.76  2  rooms::mirUV  0.000 1 1
-9.87038 0.03286 -48.55019  0.004423 0.012857 -0.001438  0.013673  71.13 71.13  2  rooms::mirUV  0.000 1 1
-12.34351 -0.00002 -19.29218  -0.000012 -0.000024 0.000000  0.000027  62.87 62.87  2  rooms::mirUV  0.000 1 1
-12.34476 -0.00243 -19.25008  -0.001256 -0.002433 0.000000  0.002738  62.70 62.70  2  rooms::mirUV  0.000 1 1
10.18348 0.31100 -49.82232  0.060633 0.000001 0.031353  0.068259  0.03 0.00  4  rooms  0.000 1 1
-12.37373 2.45002 -23.41167  -0.030229 -0.018682 0.000000  0.035536  31.72 31.72  3  rooms::mirUV  0.894 1 1
-12.34315 0.00066 -16.95074  0.000346 0.000664 0.000000  0.000748  62.45 62.45  2  rooms::mirUV  0.000 1 1
2.46834 0.00066 -38.69337  -0.000363 0.000656 0.000000  0.000750  61.08 61.08  2  rooms  0.000 1 1
-9.86012 1.34163 -39.73064  0.014682 0.000000 0.000000  0.014682  0.00 0.00  4  rooms::mirUV  0.000 1 1
-12.34328 0.00071 -22.99131  0.000218 0.000714 0.000000  0.000746  72.98 72.98  2  rooms::mirUV  0.000 1 1
-12.33961 0.01003 -21.47550  0.003891 0.010035 0.000000  0.010763  68.81 68.81  2  rooms::mirUV  0.000 1 1
1.16444 -0.02273 -49.01151  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  5  floor::mirUV  1.000 1 1
-12.33945 0.01039 -21.43190  0.004054 0.010390 0.000000  0.011153  68.68 68.68  2  rooms::mirUV  0.000 1 1
-12.34315 0.00073 -19.96571  0.000345 0.000730 0.000000  0.000808  64.70 64.70  2  rooms::mirUV  0.000 1 1
-12.34303 0.00146 -22.65455  0.000472 0.001457 0.000000  0.001532  72.05 72.05  2  rooms::mirUV  0.000 1 1
2.46103 0.01111 -42.57737  -0.007674 0.011114 0.000000  0.013506  55.37 55.37  2  rooms  0.000 1 1
-12.13858 -0.00450 -28.93610  0.000000 -0.004496 0.000000  0.004496  0.00 0.00  7  floor::mirUV  1.000 1 1
9.97482 0.25796 -42.91295  0.100024 -0.000002 0.000000  0.100024  0.00 0.00  5  rooms  0.000 1 1
45.33192 16.68000 -49.36045  0.000000 0.000000 0.013554  0.013554  0.00 0.00  7  rooms::mirUV  0.000 1 1
-2.31200 0.00000 4.93740  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  floor::mirUV  1.000 1 1
-12.34350 0.00000 -22.61245  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
-12.33979 0.00912 -21.12668  0.003712 0.009116 0.000000  0.009843  67.85 67.85  2  rooms::mirUV  0.000 1 1
-7.68817 -0.02803 -41.41823  0.000000 -0.028026 0.000000  0.028026  0.00 0.00  5  floor::mirUV  1.000 1 1
-9.87159 0.00819 -47.58998  0.003208 0.008194 0.000000  0.008800  68.62 68.62  2  rooms::mirUV  0.000 1 1
-12.32165 2.48220 -20.75808  0.021848 0.013503 0.000000  0.025684  31.72 31.72  2  rooms::mirUV  0.894 1 1
9.84828 -0.01273 -27.53179  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  6  floor::mirUV  1.000 1 1
12.51508 1.74545 -54.25297  0.092505 0.000000 0.047836  0.104141  0.02 0.00  6  rooms  0.000 1 1
-12.34332 0.00036 -15.78314  0.000178 0.000362 0.000000  0.000404  63.80 63.80  2  rooms::mirUV  0.000 1 1
-12.34332 0.00061 -23.28598  0.000176 0.000606 0.000000  0.000631  73.76 73.76  2  rooms::mirUV  0.000 1 1
-2.57284 1.74545 -46.83206  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1
2.48284 4.68185 -54.54945  0.014141 0.000000 0.000000  0.014141  0.00 0.00  7  rooms  0.000 1 1
-12.34330 0.00045 -20.30247  0.000205 0.000451 0.000000  0.000496  65.56 65.56  2  rooms::mirUV  0.000 1 1
-12.34350 0.00000 -16.23463  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1
11.43944 -0.02273 -28.80351  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  6  floor::mirUV  1.000 1 1
