# wx wy wz  dvx dvy dvz  mag  devMax devMin  nfaces  mat  pNy nPar created weld
-12.44352 6.25613 -16.78125  -0.100024 0.000002 0.000000  0.100024  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
33.48235 0.30738 -75.94960  0.000000 0.000000 -0.037079  0.037079  0.00 0.00  7  rooms  0.000 1 1 0
12.59389 6.78806 -18.65417  -0.012998 -0.000866 -0.007233  0.014900  34.48 34.48  4  rooms::mirUV  0.000 1 1 0
12.34350 3.45956 -18.51525  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1 1
13.46817 0.25795 -55.24121  0.051442 -0.000007 0.085781  0.100023  0.06 0.00  4  rooms::mirUV  0.000 1 1 0
-12.32611 -0.02321 -7.31981  -0.006721 -0.023211 0.006730  0.025084  22.28 22.28  5  floor::mirUV  1.000 1 1 0
12.32165 2.48220 -21.48840  -0.021848 0.013502 0.000000  0.025683  31.72 31.72  2  rooms  0.000 1 1 1
12.44529 3.26669 -15.95855  0.101789 0.000000 0.000000  0.101789  0.00 0.00  5  rooms  0.000 1 1 0
-12.44352 6.25613 -16.00285  -0.100024 0.000000 0.000000  0.100024  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
49.47579 9.26667 -62.04718  0.101788 0.000000 0.000000  0.101788  0.00 0.00  4  rooms  0.000 1 1 0
-7.25663 -0.00979 -32.58853  0.000000 -0.009790 0.000000  0.009790  0.00 0.00  5  floor::mirUV  1.000 1 1 0
2.55549 -0.01744 -35.10785  0.000000 -0.017437 0.000000  0.017437  0.00 0.00  6  floor::mirUV  1.000 1 1 0
4.94222 -0.02567 -18.70510  0.000000 -0.025673 0.000000  0.025673  0.00 0.00  4  floor::mirUV  1.000 1 1 0
-13.04663 6.79623 -24.34954  -0.025079 0.007310 -0.001568  0.026169  61.17 61.17  3  rooms  0.000 1 1 0
47.91394 12.25912 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  6  rooms  0.000 1 1 0
0.00000 11.10915 -37.02170  0.000000 0.000000 0.008801  0.008801  0.00 0.00  6  rooms  0.000 1 1 0
0.96434 -0.01744 -4.89521  0.000000 -0.017437 0.000000  0.017437  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-12.99191 6.79567 -24.37495  -0.022795 0.006744 -0.000755  0.023784  62.81 62.80  3  rooms  0.000 1 1 0
-4.93740 0.00000 -41.25550  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  floor::mirUV  1.000 1 1 0
17.91797 1.50919 -62.93952  0.019899 0.000000 0.012329  0.023409  31.78 31.78  2  rooms  0.000 1 1 1
-13.61304 3.07086 -23.41641  -0.035190 -0.015017 -0.004747  0.038553  40.84 24.11  6  rooms::mirUV  0.894 4 1 0
17.86099 18.30731 -70.78014  -0.037083 0.000000 0.000000  0.037083  0.00 0.00  8  rooms::mirUV  0.000 1 1 0
-9.89228 6.25613 -5.45455  0.000000 0.000000 0.100024  0.100024  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-12.44352 12.25671 -22.00494  -0.100024 0.000000 0.000000  0.100024  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-13.03813 6.30977 -24.38114  -0.016583 0.000000 -0.033167  0.037082  0.00 0.00  7  rooms  0.000 1 1 0
-12.34764 9.20338 -7.08606  -0.004142 0.000000 0.000000  0.004142  0.00 0.00  11  rooms::mirUV  0.000 1 1 0
-12.44306 6.25740 -24.74424  -0.081674 0.000068 -0.066183  0.105123  24.42 24.42  5  rooms  0.000 1 1 0
12.38411 10.81021 -20.51624  0.040612 0.000000 0.000000  0.040612  0.00 0.00  5  rooms  0.000 1 1 0
40.98247 18.26211 -49.27398  0.000000 0.000000 0.100025  0.100025  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
12.32165 2.48220 -21.80318  -0.021848 0.013502 0.000000  0.025683  31.72 31.72  2  rooms::mirUV  0.894 1 1 1
2.62782 -0.02214 -8.69349  0.000000 -0.022143 0.000000  0.022143  0.00 0.00  6  floor::mirUV  1.000 1 1 0
17.89158 15.20637 -56.58844  -0.006495 0.000000 0.000000  0.006495  0.00 0.00  8  rooms::mirUV  0.000 1 1 0
-13.01384 6.25735 -24.46366  -0.044731 0.000018 -0.089464  0.100024  0.00 0.00  5  rooms  0.000 1 1 0
43.31857 12.20488 -49.34339  0.000000 0.000000 0.030613  0.030613  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
0.45565 6.33027 4.45775  -0.000000 0.019654 0.031446  0.037083  0.03 0.00  10  rooms::mirUV  0.530 1 1 0
49.44284 18.30731 -60.34965  0.068848 -0.000002 0.000000  0.068848  0.00 0.00  6  rooms  0.000 1 1 0
2.46870 0.00000 -3.63314  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  floor::mirUV  1.000 1 1 0
1.30909 -0.02214 -54.12070  0.000000 -0.022143 0.000000  0.022143  0.00 0.00  4  floor::mirUV  1.000 1 1 0
-13.53971 6.20490 -24.12312  -0.013690 0.000000 -0.027380  0.030612  0.02 0.00  6  rooms  0.000 1 1 0
-2.39879 -0.02685 -30.17769  0.000000 -0.026849 0.000000  0.026849  0.00 0.00  7  floor::mirUV  1.000 1 1 0
-12.40074 4.81081 -24.70877  -0.039355 -0.000018 -0.030708  0.049918  25.47 25.47  34  rooms  0.000 1 1 0
-12.32764 7.39630 -21.62900  0.015859 -0.009801 0.000000  0.018643  31.72 31.72  2  rooms  0.894 1 1 1
9.73979 -0.02450 -21.24251  0.000000 -0.024496 0.000000  0.024496  0.00 0.00  4  floor::mirUV  1.000 1 1 0
12.34610 3.26564 -18.48871  0.002602 -0.001050 0.001223  0.003060  31.78 31.77  6  rooms  0.000 1 1 0
-13.54418 4.81083 -24.13207  -0.018162 0.000000 -0.036324  0.040611  0.00 0.00  6  rooms  0.000 1 1 0
-13.22125 4.74574 -24.39481  -0.058672 0.000003 -0.117350  0.131200  0.00 0.00  5  rooms  0.000 1 1 0
17.79629 3.27272 -55.95559  -0.101788 0.000000 0.000000  0.101788  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-3.74458 3.33323 2.53905  -0.071200 0.000000 0.000000  0.071200  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
-9.85418 0.70879 -45.51665  0.020618 0.000000 0.000000  0.020618  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
-13.16891 4.68065 -24.29011  -0.006324 0.000000 -0.012650  0.014142  0.00 0.00  5  rooms  0.000 1 1 0
20.89505 9.26667 -49.27221  0.000000 0.000000 0.101788  0.101788  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
40.41381 13.74179 -49.26986  0.000000 0.000000 0.104141  0.104141  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
12.44352 12.25912 -26.38664  0.100024 0.000000 0.000000  0.100024  0.00 0.00  6  rooms  0.000 1 1 0
33.48235 3.33600 -75.95107  0.000000 0.000000 -0.038551  0.038551  0.00 0.00  10  rooms  0.000 1 1 0
-13.13978 4.68065 -24.37800  -0.035657 0.000000 -0.071312  0.079730  0.00 0.00  7  rooms  0.000 1 1 0
-13.07506 4.68065 -24.39622  -0.030001 0.000000 -0.059999  0.067082  0.00 0.00  6  rooms  0.000 1 1 0
-13.04527 4.74574 -24.48280  -0.058675 0.000003 -0.117350  0.131201  0.00 0.00  6  rooms  0.000 1 1 0
39.49167 9.32995 -49.33545  0.000000 0.000000 0.038551  0.038551  0.00 0.00  9  rooms::mirUV  0.000 1 1 0
-13.62752 6.80239 -23.54743  -0.049673 0.013464 -0.007992  0.052082  48.87 17.50  6  rooms  0.894 2 1 0
-12.99252 4.68065 -18.82494  -0.005930 0.000000 0.011860  0.013260  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
12.32580 5.46225 -18.52619  -0.017695 0.000000 -0.010937  0.020802  31.72 31.72  2  rooms  0.000 1 1 1
12.32580 5.24471 -18.52619  -0.017695 0.000000 -0.010937  0.020802  31.72 31.72  2  rooms  0.000 1 1 1
7.16019 0.00021 -7.52905  0.000000 0.000210 0.000000  0.000210  0.00 0.00  8  floor::mirUV  1.000 1 1 0
-5.06276 -0.01038 -9.92754  0.000000 -0.010379 0.000000  0.010379  0.00 0.00  4  floor::mirUV  1.000 1 1 0
-12.32294 4.68065 -18.52796  0.020565 0.000000 -0.012711  0.024176  31.72 31.72  5  rooms::mirUV  0.000 1 1 1
-12.07349 1.80813 -5.51749  0.000000 0.000001 0.037083  0.037083  0.00 0.00  9  rooms::mirUV  0.000 1 1 0
41.87387 0.25314 -49.27398  0.000000 0.000000 0.100025  0.100025  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
2.27824 -0.00185 -1.30246  0.000000 -0.001849 0.000000  0.001849  0.00 0.00  6  floor::mirUV  1.000 1 1 0
-13.16279 4.74569 -18.77821  -0.058672 -0.000044 0.117350  0.131200  0.03 0.00  4  rooms::mirUV  0.000 1 1 0
2.53843 4.68185 -40.98447  0.069730 0.000000 0.000000  0.069730  0.00 0.00  5  rooms  0.000 1 1 0
-12.33828 6.20490 -18.51848  0.005221 0.000000 -0.003227  0.006138  31.72 31.71  7  rooms::mirUV  0.000 1 1 1
5.73896 1.81054 -52.12978  -0.031657 0.000000 -0.019310  0.037082  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-11.29478 -0.01038 -12.31969  0.000000 -0.010379 0.000000  0.010379  0.00 0.00  6  floor::mirUV  1.000 1 1 0
12.43973 6.25994 -24.75063  0.096234 0.003813 -0.043629  0.105731  24.47 24.47  3  rooms  0.000 1 1 0
-13.06628 6.25733 -18.76481  -0.044733 -0.000001 0.089464  0.100024  0.02 0.00  5  rooms::mirUV  0.000 1 1 0
23.03135 18.30731 -49.30516  0.000000 -0.000002 0.068848  0.068848  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
12.35839 7.43512 -22.78360  0.014894 0.009019 -0.000006  0.017411  31.20 31.20  2  rooms  0.000 1 1 0
10.83673 -0.00126 -10.06043  0.000000 -0.001261 0.000000  0.001261  0.00 0.00  7  floor::mirUV  1.000 1 1 0
25.92075 3.33600 -75.98372  0.000000 0.000000 -0.071198  0.071198  0.00 0.00  5  rooms  0.000 1 1 0
26.87363 16.80657 -75.95313  0.000000 0.000000 -0.040611  0.040611  0.00 0.00  5  rooms  0.000 1 1 0
-7.70263 9.20338 -5.55043  0.000000 0.000000 0.004141  0.004141  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
-12.43668 6.25733 -18.45766  -0.093175 0.000000 0.057585  0.109533  31.72 31.72  3  rooms::mirUV  0.000 1 1 1
2.51933 -0.02097 -16.35092  0.000000 -0.020967 0.000000  0.020967  0.00 0.00  8  floor::mirUV  1.000 1 1 0
9.59514 -0.00273 -18.57251  0.000000 -0.002732 0.000000  0.002732  0.00 0.00  6  floor::mirUV  1.000 1 1 0
-1.16926 -0.01626 -32.45593  0.000000 -0.016261 0.000000  0.016261  0.00 0.00  6  floor::mirUV  1.000 1 1 0
5.02660 -0.02803 -26.29021  0.000000 -0.028026 0.000000  0.028026  0.00 0.00  5  floor::mirUV  1.000 1 1 0
3.28583 5.76518 2.42926  -0.011080 -0.005407 0.000000  0.012329  0.02 0.00  4  rooms  0.439 1 1 0
4.58060 0.00021 -7.52905  0.000000 0.000210 0.000000  0.000210  0.00 0.00  7  floor::mirUV  1.000 1 1 0
-12.99990 6.30977 -18.76648  -0.030791 0.000000 0.061579  0.068848  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
12.34350 0.00000 -21.96878  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms  0.000 1 1 0
-12.93326 6.30977 -18.76867  -0.016583 0.000000 0.033167  0.037082  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
4.93740 7.71469 -37.03405  0.000000 0.000000 -0.003551  0.003551  0.00 0.00  5  rooms  0.000 1 1 0
-4.95428 -0.02156 -29.97276  0.000000 -0.021555 0.000000  0.021555  0.00 0.00  7  floor::mirUV  1.000 1 1 0
-12.41667 2.43549 -23.47670  -0.055284 -0.042154 0.000055  0.069522  26.11 26.11  3  rooms::mirUV  0.894 1 1 0
13.32323 2.97070 -24.06802  -0.010526 0.006875 0.001804  0.012701  31.27 31.27  2  rooms::mirUV  0.894 1 1 0
-13.64905 4.68065 -21.46130  -0.071200 0.000000 0.000000  0.071200  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
13.70905 4.74574 -20.38847  0.131200 0.000000 0.000000  0.131200  0.00 0.00  4  rooms  0.000 1 1 0
-1.30668 -0.00038 -60.55186  0.000000 -0.000379 0.000000  0.000379  0.00 0.00  6  floor::mirUV  1.000 1 1 0
-6.11871 10.81021 -37.10376  0.000000 0.000000 -0.073257  0.073257  0.00 0.00  6  rooms  0.000 1 1 0
5.88245 -0.02803 -26.29021  0.000000 -0.028026 0.000000  0.028026  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-12.33788 2.45272 -22.10869  0.005616 0.004019 -0.000013  0.006906  35.59 35.59  3  rooms::mirUV  0.000 1 1 0
-13.64758 4.68064 -22.98977  -0.069730 -0.000001 0.000000  0.069730  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
2.56872 0.25796 -40.87729  0.100024 0.000000 0.000000  0.100024  0.00 0.00  5  rooms  0.000 1 1 0
5.04515 0.25796 -42.30341  -0.099946 0.000001 -0.003941  0.100024  0.02 0.00  5  rooms::mirUV  0.000 1 1 0
49.28178 7.74784 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  6  rooms  0.000 1 1 0
12.34350 3.71269 -18.51525  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1 1
-13.59317 4.68065 -23.04763  -0.015318 0.000000 0.000000  0.015318  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
22.47807 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  4  rooms  0.000 1 1 0
17.79805 12.25912 -72.40656  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
12.36528 7.40270 -21.95591  0.003889 0.005548 0.000118  0.006776  8.52 8.52  3  rooms  0.894 1 1 0
-2.54843 3.33419 -54.48990  -0.079730 0.000000 0.000000  0.079730  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-12.47470 4.74333 -6.90886  -0.131200 0.000000 0.000000  0.131200  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
-13.70588 4.75067 -19.10417  -0.128027 0.004935 0.028254  0.131200  51.02 12.63  6  rooms::mirUV  0.000 2 1 0
-4.93740 0.00000 -46.62564  0.000000 0.000000 0.000000  0.000000  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-3.67752 3.20545 -0.91250  -0.004141 0.000000 0.000000  0.004141  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
13.41673 0.00000 -55.32700  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
-12.32580 5.81031 -18.52619  0.017696 0.000000 -0.010937  0.020803  31.72 31.72  2  rooms::mirUV  0.000 1 1 1
17.79393 13.74179 -63.95807  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-13.70905 4.74574 -19.95452  -0.131200 0.000000 0.000000  0.131200  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-5.48767 1.74786 -5.45043  0.000000 0.000000 0.104141  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
7.61825 0.00021 -22.61368  0.000000 0.000210 0.000000  0.000210  0.00 0.00  8  floor::mirUV  1.000 1 1 0
49.44961 9.32995 -73.99470  0.075611 0.000000 0.000000  0.075611  0.00 0.00  6  rooms  0.000 1 1 0
10.96655 3.26910 -59.61956  -0.045312 0.000006 -0.091148  0.101790  0.00 0.00  4  rooms  0.000 1 1 0
-13.70905 4.74574 -20.45356  -0.131200 0.000000 0.000004  0.131200  0.03 0.00  5  rooms::mirUV  0.000 1 1 0
17.82482 12.20367 -59.50434  -0.073259 0.000000 0.000000  0.073259  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
6.89500 -0.01273 -27.53179  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  6  floor::mirUV  1.000 1 1 0
12.49973 2.43499 -20.48731  0.044732 -0.089464 0.000006  0.100024  0.00 0.00  6  rooms::mirUV  0.894 1 1 0
8.63081 -0.01038 -25.01849  0.000000 -0.010379 0.000000  0.010379  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-13.70905 4.74574 -20.51625  -0.131200 0.000000 0.000000  0.131200  0.03 0.00  6  rooms::mirUV  0.000 1 1 0
1.10658 -0.01508 -37.62598  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  4  floor::mirUV  1.000 1 1 0
5.12303 -0.00126 -10.06043  0.000000 -0.001261 0.000000  0.001261  0.00 0.00  8  floor::mirUV  1.000 1 1 0
17.79629 15.26664 -58.05302  -0.101788 0.000000 0.000000  0.101788  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
-10.61794 12.20488 -5.49514  0.000000 0.000000 0.059435  0.059435  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
3.56804 -0.00067 -22.40574  0.000000 -0.000673 0.000000  0.000673  0.00 0.00  8  floor::mirUV  1.000 1 1 0
12.37411 0.20492 -34.06517  0.030612 0.000000 0.000000  0.030612  0.00 0.00  6  rooms  0.000 1 1 0
-12.35145 12.32954 -21.34196  -0.007945 0.019794 -0.000002  0.021329  68.13 68.13  5  rooms::mirUV  0.000 1 1 0
-13.70905 4.74574 -21.39620  -0.131200 0.000000 0.000000  0.131200  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
-13.70905 4.74574 -21.46130  -0.131200 0.000000 0.000000  0.131200  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
37.37073 7.74784 -49.26986  0.000000 0.000000 0.104141  0.104141  0.09 0.00  5  rooms::mirUV  0.000 1 1 0
-12.44352 0.25796 -22.06521  -0.100024 0.000000 0.000000  0.100024  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
7.24457 -0.00744 -12.52853  0.000000 -0.007437 0.000000  0.007437  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-13.70905 4.74574 -22.95361  -0.131200 -0.000002 0.000000  0.131200  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
-13.70905 4.74574 -23.04763  -0.131200 0.000000 0.000000  0.131200  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
49.37400 0.00000 -69.96468  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms  0.000 1 1 0
28.84088 9.32995 -75.95107  0.000000 0.000000 -0.038551  0.038551  0.00 0.00  8  rooms  0.000 1 1 0
19.92680 9.32995 -49.30280  0.000000 0.000000 0.071201  0.071201  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
49.47814 7.74784 -69.40747  0.104141 0.000000 0.000000  0.104141  0.00 0.00  6  rooms  0.000 1 1 0
1.36212 -0.00214 -20.07627  0.000000 -0.002143 0.000000  0.002143  0.00 0.00  4  floor::mirUV  1.000 1 1 0
-12.40558 12.20488 -29.47252  -0.062082 0.000000 0.000000  0.062082  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
31.86859 3.27272 -49.27221  0.000000 0.000000 0.101788  0.101788  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
-13.70905 4.74574 -23.50569  -0.131200 0.000000 0.000002  0.131200  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-13.70550 4.72936 -24.09535  -0.127646 -0.016380 -0.025524  0.131200  52.47 13.37  5  rooms::mirUV  0.000 2 1 0
17.86746 18.20365 -59.41032  -0.030611 0.000000 0.000000  0.030611  0.00 0.00  11  rooms::mirUV  0.000 1 1 0
-6.23443 -0.02450 -51.53863  0.000000 -0.024496 0.000000  0.024496  0.00 0.00  6  floor::mirUV  1.000 1 1 0
43.99482 15.33294 -49.33545  0.000000 0.000000 0.038551  0.038551  0.00 0.00  11  rooms::mirUV  0.000 1 1 0
18.43599 3.33600 -76.00843  0.000000 0.000000 -0.095909  0.095909  0.00 0.00  5  rooms  0.000 1 1 0
-9.04848 3.26669 -5.45279  0.000001 0.000000 0.101789  0.101789  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-13.61846 4.81083 -22.06401  -0.040612 0.000000 0.000000  0.040612  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
49.43873 9.20338 -65.57182  0.064728 -0.000004 0.000000  0.064728  0.00 0.00  6  rooms  0.000 1 1 0
-7.40128 -0.02097 -48.84964  0.000000 -0.020967 0.000000  0.020967  0.00 0.00  6  floor::mirUV  1.000 1 1 0
-13.61846 4.81083 -23.41167  -0.040612 0.000000 0.000000  0.040612  0.00 0.00  9  rooms::mirUV  0.000 1 1 0
-9.67229 -0.02273 -43.93756  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  4  floor::mirUV  1.000 1 1 0
6.25613 -0.02273 -28.80351  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-7.40128 -0.02273 -33.83011  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  6  floor::mirUV  1.000 1 1 0
45.48562 3.33600 -49.33545  0.000000 0.000000 0.038551  0.038551  0.00 0.00  9  rooms::mirUV  0.000 1 1 0
12.44352 6.25613 -34.83664  0.100024 0.000000 0.000000  0.100024  0.00 0.00  5  rooms  0.000 1 1 0
-0.12054 4.99912 4.93740  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms::mirUV  0.000 1 1 0
7.53387 -0.00685 -21.10991  0.000000 -0.006849 0.000000  0.006849  0.00 0.00  7  floor::mirUV  1.000 1 1 0
49.44284 7.68455 -54.34997  0.068848 -0.000004 0.000000  0.068848  0.00 0.00  6  rooms  0.000 1 1 0
12.34764 9.20338 -8.43402  0.004142 0.000000 0.000000  0.004142  0.00 0.00  7  rooms  0.000 1 1 0
-13.63993 4.81083 -23.46952  -0.062082 0.000000 0.000002  0.062082  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
-4.94839 3.65483 -37.80197  -0.010992 0.000000 0.000000  0.010992  0.00 0.00  6  rooms  0.000 1 1 0
12.44352 0.25796 -22.77942  0.100024 0.000000 0.000000  0.100024  0.00 0.00  6  rooms  0.000 1 1 0
-13.65111 4.81083 -23.50569  -0.073259 0.000000 0.000000  0.073259  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
26.87363 6.25613 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  6  rooms  0.000 1 1 0
17.89808 16.74328 -62.95185  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1 0
-13.67964 3.26849 -20.58616  -0.101789 -0.000001 0.000000  0.101789  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
9.33959 9.26968 -5.45279  -0.000001 -0.000001 0.101789  0.101789  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
12.44764 1.74786 -12.90824  0.104141 0.000002 0.000000  0.104141  0.00 0.00  4  rooms  0.000 1 1 0
-13.61742 4.80627 -24.07775  -0.039570 -0.004560 -0.007921  0.040612  52.40 13.01  6  rooms::mirUV  0.000 2 1 0
-2.46870 7.80871 -37.06758  0.000000 0.000000 -0.037083  0.037083  0.00 0.00  6  rooms  0.000 1 1 0
19.86532 0.01021 -74.25385  0.000000 0.010210 0.000000  0.010210  0.00 0.00  7  floor::mirUV  1.000 1 1 0
-13.60846 6.20490 -20.51625  -0.030612 0.000000 0.000000  0.030612  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
8.31740 0.00000 -5.55457  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  floor::mirUV  1.000 1 1 0
-13.60846 6.20490 -22.06401  -0.030612 -0.000000 0.000000  0.030612  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
39.58388 12.25912 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  5  rooms  0.000 1 1 0
3.80458 4.74598 1.99343  0.131200 0.000000 0.000000  0.131200  0.00 0.00  6  rooms  0.000 1 1 0
43.33394 15.20637 -49.31133  0.000000 0.000000 0.062672  0.062672  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
1.30909 -0.00097 -55.22829  0.000000 -0.000967 0.000000  0.000967  0.00 0.00  7  floor::mirUV  1.000 1 1 0
-12.32727 7.39607 -23.11687  0.016230 -0.010030 0.000000  0.019079  31.72 31.72  2  rooms  0.894 1 1 1
28.41054 12.25912 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  4  rooms  0.000 1 1 0
-1.59115 12.25798 -5.45455  0.000000 0.000000 0.100024  0.100024  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
6.24408 -0.00214 -20.07627  0.000000 -0.002143 0.000000  0.002143  0.00 0.00  6  floor::mirUV  1.000 1 1 0
17.79629 15.26966 -53.63516  -0.101788 0.000000 0.000000  0.101788  0.02 0.00  6  rooms::mirUV  0.000 1 1 0
-13.65111 6.20490 -23.50569  -0.073259 0.000001 0.000000  0.073259  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
-12.34350 0.20492 -18.51525  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms::mirUV  0.000 1 1 0
12.32646 7.39557 -23.65853  -0.017035 -0.010529 0.000000  0.020026  31.72 31.72  2  rooms  0.000 1 1 1
-13.67342 6.27812 -19.11147  -0.095571 0.020783 0.020954  0.100024  52.07 17.16  5  rooms::mirUV  0.000 2 1 0
-12.37411 6.20189 -11.40839  -0.030612 0.000000 0.000000  0.030612  0.00 0.00  8  rooms::mirUV  0.000 1 1 0
-2.49872 1.68036 -37.80462  -0.030024 0.000000 0.000000  0.030024  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
9.97894 1.74547 -44.52821  0.104141 0.000026 0.000004  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
2.60724 7.15335 0.59591  -0.012042 -0.005876 0.000000  0.013399  0.03 0.00  6  rooms  0.439 1 1 0
-7.66010 3.23286 -56.24800  0.042538 -0.036242 -0.085075  0.101788  33.30 33.30  5  rooms  0.000 1 1 0
12.22296 -0.02332 -22.40574  0.000000 -0.023320 0.000000  0.023320  0.00 0.00  7  floor::mirUV  1.000 1 1 0
-13.67787 6.25733 -19.85567  -0.100024 0.000000 0.000004  0.100024  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
47.97541 0.20793 -75.94313  0.000000 0.000000 -0.030609  0.030609  0.00 0.00  9  rooms  0.000 1 1 0
-3.31490 -0.01508 -14.95233  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-13.67787 6.25733 -19.90631  -0.100024 -0.000002 0.000000  0.100024  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
25.47504 18.20787 -75.94313  0.000000 0.000000 -0.030609  0.030609  0.00 0.00  9  rooms  0.000 1 1 0
17.79805 0.25314 -52.00664  -0.100023 0.000000 0.000000  0.100023  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
-13.67787 6.25733 -20.51625  -0.100024 0.000000 0.000000  0.100024  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
11.76646 3.26909 -60.01723  -0.045314 -0.000008 -0.091145  0.101787  0.03 0.00  4  rooms  0.000 1 1 0
-13.67787 6.25733 -21.27807  -0.100024 0.000000 0.000000  0.100024  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
12.44529 9.26968 -34.95718  0.101789 0.000000 0.000000  0.101789  0.00 0.00  6  rooms  0.000 1 1 0
40.95173 3.33600 -49.30692  0.000000 0.000000 0.067081  0.067081  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
