# wx wy wz  dvx dvy dvz  mag  devMax devMin  nfaces  mat  pNy nPar created weld
17.82452 10.81262 -54.97679  -0.073553 0.000000 0.000000  0.073553  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
25.36746 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  5  rooms  0.000 1 1 0
12.47470 10.74632 -8.04799  0.131200 0.000000 0.000000  0.131200  0.00 0.00  5  rooms  0.000 1 1 0
17.85746 10.81262 -54.90929  -0.040611 0.000000 0.000000  0.040611  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
17.83599 12.20488 -53.47062  -0.062082 0.000000 0.000000  0.062082  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
-12.44764 1.74545 -54.30326  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
42.42717 9.26667 -49.27221  0.000000 0.000000 0.101788  0.101788  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
26.85827 9.20339 -49.30133  0.000004 0.000009 0.072670  0.072670  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
17.83599 10.81262 -53.47062  -0.062082 0.000000 0.000000  0.062082  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
37.33999 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  4  rooms  0.000 1 1 0
17.83864 10.81262 -52.00664  -0.059435 0.000000 0.000000  0.059435  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
30.51611 0.30738 -76.00666  0.000000 0.000000 -0.094139  0.094139  0.00 0.00  7  rooms  0.000 1 1 0
17.81629 10.81262 -51.96867  -0.081789 0.000000 0.000000  0.081789  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
17.87643 12.20488 -49.35236  -0.021646 0.000000 0.021645  0.030611  45.00 44.99  9  rooms::mirUV  0.000 2 1 0
25.41357 10.81262 -49.29221  0.000000 0.000000 0.081787  0.081787  0.03 0.00  7  rooms::mirUV  0.000 1 1 0
25.38283 10.81262 -49.31456  0.000000 0.000000 0.059437  0.059437  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
2.47284 3.20401 -56.43116  0.004141 0.000000 0.000000  0.004141  0.00 0.00  7  rooms  0.000 1 1 0
23.87666 10.81262 -49.30074  0.000000 0.000000 0.073257  0.073257  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
19.28129 13.74178 -49.26986  0.000000 -0.000006 0.104141  0.104141  0.06 0.00  6  rooms::mirUV  0.000 1 1 0
47.97541 18.20787 -49.34339  0.000000 0.000000 0.030613  0.030613  0.00 0.00  11  rooms::mirUV  0.000 1 1 0
22.47807 10.81262 -49.33339  -0.000002 0.000000 0.040611  0.040611  0.00 0.00  11  rooms::mirUV  0.000 1 1 0
22.41660 10.81262 -49.30045  0.000004 0.000000 0.073555  0.073555  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
18.54358 0.30738 -49.28104  0.000000 0.000000 0.092964  0.092964  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
22.33975 10.81262 -49.33339  0.000000 0.000000 0.040611  0.040611  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
6.99144 -0.01508 -14.95233  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  5  floor::mirUV  1.000 1 1 0
19.41962 10.81262 -49.29221  0.000008 0.000000 0.081787  0.081787  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
19.37350 10.81262 -49.31456  -0.000006 0.000000 0.059437  0.059437  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-12.32472 5.81031 -24.67539  0.018783 0.000000 0.011608  0.022080  31.72 31.72  2  rooms::mirUV  0.000 1 1 1
-6.00299 0.00021 -22.61368  0.000000 0.000210 0.000000  0.000210  0.00 0.00  4  floor::mirUV  1.000 1 1 0
23.92276 12.20488 -49.31192  0.000000 0.000000 0.062084  0.062084  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
-12.38411 4.80963 -8.51629  -0.040612 0.000000 0.000000  0.040612  0.00 0.00  8  rooms::mirUV  0.000 1 1 0
22.33975 12.20488 -49.34339  0.000000 0.000000 0.030613  0.030613  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
17.81276 13.67850 -51.34426  -0.085318 0.000000 0.000000  0.085318  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
21.00263 12.20488 -49.34339  0.000002 0.000000 0.030613  0.030613  0.04 0.00  9  rooms::mirUV  0.000 1 1 0
-3.58010 -0.02214 -23.77992  0.000000 -0.022143 0.000000  0.022143  0.00 0.00  6  floor::mirUV  1.000 1 1 0
20.92579 12.20488 -49.30986  0.000000 0.000005 0.064140  0.064140  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
11.21041 -0.00391 -33.96873  0.000000 -0.003908 0.000000  0.003908  0.00 0.00  6  floor::mirUV  1.000 1 1 0
20.86431 12.20487 -49.34339  0.000000 -0.000002 0.030613  0.030613  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
26.95048 9.26667 -49.27221  0.000000 0.000000 0.101788  0.101788  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
37.86254 15.33294 -49.33545  0.000000 0.000000 0.038551  0.038551  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
19.48109 12.20488 -49.34339  0.000000 0.000000 0.030613  0.030613  0.08 0.00  9  rooms::mirUV  0.000 1 1 0
19.41961 12.20488 -49.29221  0.000000 0.000000 0.081787  0.081787  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
17.79393 7.74844 -62.58781  -0.104141 0.000000 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
19.32740 12.20488 -49.34339  0.000000 0.000002 0.030613  0.030613  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
49.50520 16.74322 -49.89234  0.131199 -0.000061 -0.000008  0.131199  0.03 0.00  6  rooms  0.000 1 1 0
25.41358 12.25930 -49.27398  0.000013 0.000183 0.100025  0.100025  0.11 0.00  4  rooms::mirUV  0.000 1 1 0
22.98525 6.25614 -76.01254  -0.000002 0.000014 -0.100021  0.100021  0.03 0.00  6  rooms  0.000 1 1 0
25.38282 12.25895 -49.27397  -0.000013 -0.000169 0.100025  0.100025  0.20 0.00  5  rooms::mirUV  0.000 1 1 0
-12.41617 1.81054 -50.52759  -0.072671 0.000000 0.000000  0.072671  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
25.32135 12.25912 -49.27398  0.000000 0.000000 0.100025  0.100025  0.09 0.00  5  rooms::mirUV  0.000 1 1 0
-12.44352 6.25613 -27.91150  -0.100024 0.000002 0.000000  0.100024  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
24.61438 12.25912 -49.27398  0.000006 0.000000 0.100025  0.100025  0.04 0.00  6  rooms::mirUV  0.000 1 1 0
24.50678 12.25912 -49.27398  -0.000008 0.000000 0.100025  0.100025  0.05 0.00  5  rooms::mirUV  0.000 1 1 0
17.76687 4.74634 -71.41299  -0.131201 0.000000 0.000000  0.131201  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
24.46068 12.25912 -49.27398  0.000000 0.000000 0.100025  0.100025  0.05 0.00  4  rooms::mirUV  0.000 1 1 0
43.31857 16.74328 -76.04372  0.000000 0.000000 -0.131203  0.131203  0.00 0.00  4  rooms  0.000 1 1 0
17.89767 4.68306 -57.52505  -0.000406 0.000000 0.000000  0.000406  0.00 0.00  9  rooms::mirUV  0.000 1 1 0
12.05467 -0.00097 -55.94743  0.000000 -0.000967 0.000000  0.000967  0.00 0.00  6  floor::mirUV  1.000 1 1 0
23.81518 12.25913 -49.27398  0.000000 0.000007 0.100025  0.100025  0.04 0.00  5  rooms::mirUV  0.000 1 1 0
2.53343 1.81054 -53.57286  0.064730 0.000000 0.000000  0.064730  0.00 0.00  6  rooms  0.000 1 1 0
-12.32999 7.39775 -22.73657  0.013506 -0.008347 0.000000  0.015877  31.72 31.72  2  rooms::mirUV  0.000 1 1 1
-5.06276 -0.00479 -16.35092  0.000000 -0.004790 0.000000  0.004790  0.00 0.00  7  floor::mirUV  1.000 1 1 0
23.03135 12.25912 -49.27398  0.000000 0.000000 0.100025  0.100025  0.05 0.00  4  rooms::mirUV  0.000 1 1 0
-2.41566 -0.02273 -59.17035  0.000000 -0.022732 0.000000  0.022732  0.00 0.00  5  floor::mirUV  1.000 1 1 0
22.47807 12.25922 -49.27398  0.000006 0.000102 0.100025  0.100025  0.06 0.00  6  rooms::mirUV  0.000 1 1 0
10.89294 0.31100 -51.26211  0.032939 -0.000001 0.017033  0.037082  0.00 0.00  9  rooms  0.000 1 1 0
-4.94502 1.15720 -37.80197  -0.007623 0.000000 0.000000  0.007623  0.00 0.00  6  rooms  0.000 1 1 0
19.97290 12.25913 -49.27397  0.000000 0.000007 0.100025  0.100025  0.05 0.00  4  rooms::mirUV  0.000 1 1 0
-12.37411 6.20189 -13.04114  -0.030612 0.000000 0.000000  0.030612  0.00 0.00  9  rooms::mirUV  0.000 1 1 0
19.48109 12.25912 -49.27398  0.000000 0.000000 0.100025  0.100025  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
23.03135 12.25912 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  4  rooms  0.000 1 1 0
49.44756 10.81262 -72.97100  0.073555 0.000000 0.000000  0.073555  0.00 0.00  6  rooms  0.000 1 1 0
19.37351 18.26211 -49.27398  0.000000 0.000000 0.100025  0.100025  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
19.41961 12.25912 -49.27398  0.000000 0.000000 0.100025  0.100025  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
19.32740 12.25911 -49.27398  0.000000 -0.000007 0.100025  0.100025  0.06 0.00  5  rooms::mirUV  0.000 1 1 0
8.42589 0.00050 -11.02869  0.000000 0.000504 0.000000  0.000504  0.00 0.00  8  floor::mirUV  1.000 1 1 0
18.51283 12.25911 -49.27398  -0.000013 -0.000007 0.100025  0.100025  0.04 0.00  5  rooms::mirUV  0.000 1 1 0
18.45136 12.25913 -49.27397  0.000000 0.000014 0.100025  0.100025  0.05 0.00  5  rooms::mirUV  0.000 1 1 0
17.97492 12.25913 -49.27398  0.000006 0.000009 0.100025  0.100025  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
12.44529 9.26968 -22.95421  0.101789 0.000000 0.000000  0.101789  0.00 0.00  5  rooms  0.000 1 1 0
38.93838 10.74933 -49.24280  0.000000 0.000000 0.131199  0.131199  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
23.07746 12.31336 -49.33692  0.000000 0.000000 0.037083  0.037083  0.07 0.00  8  rooms::mirUV  0.000 1 1 0
-2.59990 4.74694 -57.39583  -0.131200 0.000000 0.000000  0.131200  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
23.03136 12.31336 -49.30515  0.000006 0.000000 0.068848  0.068848  0.00 0.00  8  rooms::mirUV  0.000 1 1 0
-12.34350 0.25796 -24.68700  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms::mirUV  0.000 1 1 0
22.98525 12.31336 -49.33691  0.000000 0.000000 0.037083  0.037083  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
17.79629 15.26966 -68.43229  -0.101788 0.000000 0.000000  0.101788  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-12.44529 3.26669 -14.58528  -0.101789 0.000000 0.000000  0.101789  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
-2.57960 -0.00391 -18.83770  0.000000 -0.003908 0.000000  0.003908  0.00 0.00  6  floor::mirUV  1.000 1 1 0
34.83483 10.74933 -49.24280  0.000000 0.000000 0.131199  0.131199  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
0.45565 7.46782 3.70305  0.000000 0.000000 0.000000  0.000000  0.00 0.00  3  rooms::mirUV  0.530 1 1 0
19.97291 12.31336 -49.33692  0.000000 0.000000 0.037083  0.037083  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
24.46068 13.67850 -49.35604  0.000000 -0.000001 0.017963  0.017963  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-3.79707 -0.00597 -6.29500  0.000000 -0.005967 0.000000  0.005967  0.00 0.00  6  floor::mirUV  1.000 1 1 0
23.07746 13.67850 -49.34809  0.000000 0.000000 0.025906  0.025906  0.06 0.00  11  rooms::mirUV  0.000 1 1 0
21.47908 13.67850 -49.35133  0.000000 0.000001 0.022671  0.022671  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
20.11123 13.67850 -49.35662  -0.000002 -0.000001 0.017376  0.017376  0.00 0.00  11  rooms::mirUV  0.000 1 1 0
19.97290 13.67850 -49.35339  0.000000 0.000001 0.020611  0.020611  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
18.51284 13.67850 -49.27986  0.000000 0.000000 0.094143  0.094143  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
17.89785 13.67850 -49.37378  -0.000225 0.000000 0.000225  0.000318  45.00 45.00  9  rooms::mirUV  0.000 2 1 0
-6.17657 -0.00244 -53.96183  0.000000 -0.002437 0.000000  0.002437  0.00 0.00  6  floor::mirUV  1.000 1 1 0
25.36745 13.74178 -49.26986  -0.000013 -0.000006 0.104141  0.104141  0.09 0.00  5  rooms::mirUV  0.000 1 1 0
9.87480 0.00000 -37.04255  0.000000 0.000000 0.000000  0.000000  0.00 0.00  2  rooms  0.000 1 1 0
25.33673 13.74178 -49.26986  0.000013 -0.000006 0.104141  0.104141  0.09 0.00  4  rooms::mirUV  0.000 1 1 0
25.27525 13.74179 -49.26986  0.000000 0.000000 0.104141  0.104141  0.07 0.00  6  rooms::mirUV  0.000 1 1 0
-4.93267 4.68185 -49.89444  0.004730 0.000000 0.000000  0.004730  0.00 0.00  6  rooms  0.000 1 1 0
23.07746 13.74179 -49.26986  0.000000 0.000000 0.104141  0.104141  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
3.32547 4.74598 -3.58587  0.116197 0.000000 -0.060924  0.131200  0.00 0.00  5  rooms  0.000 1 1 0
22.98525 13.74179 -49.26986  0.000000 0.000000 0.104141  0.104141  0.04 0.00  5  rooms::mirUV  0.000 1 1 0
21.52517 13.74172 -49.26986  -0.000010 -0.000068 0.104141  0.104141  0.04 0.00  4  rooms::mirUV  0.000 1 1 0
-12.34350 0.00000 -20.51625  0.000000 0.000000 0.000000  0.000000  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
2.56872 0.25796 -41.41321  0.100024 -0.000000 0.000000  0.100024  0.00 0.00  4  rooms  0.000 1 1 0
21.47908 13.74179 -49.26986  0.000000 0.000000 0.104141  0.104141  0.04 0.00  6  rooms::mirUV  0.000 1 1 0
20.04975 13.74179 -49.26986  0.000000 0.000006 0.104141  0.104141  0.03 0.00  5  rooms::mirUV  0.000 1 1 0
5.24451 1.81054 -46.01680  -0.047046 0.000000 -0.001854  0.047083  0.02 0.00  6  rooms::mirUV  0.000 1 1 0
1.08488 -0.02450 -6.16211  0.000000 -0.024496 0.000000  0.024496  0.00 0.00  5  floor::mirUV  1.000 1 1 0
19.43499 13.74179 -49.26986  0.000006 0.000006 0.104141  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
27.53450 6.25613 -76.01254  0.000000 0.000000 -0.100021  0.100021  0.00 0.00  5  rooms  0.000 1 1 0
23.92276 3.27262 -49.27221  -0.000006 -0.000091 0.101788  0.101788  0.05 0.00  6  rooms::mirUV  0.000 1 1 0
19.37351 13.74179 -49.26986  0.000000 0.000000 0.104141  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
34.95778 10.74933 -49.24280  0.000000 0.000000 0.131199  0.131199  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
9.97482 0.25796 -45.40817  0.100024 0.000002 0.000000  0.100024  0.00 0.00  4  rooms  0.000 1 1 0
18.45136 13.74178 -49.26986  0.000000 -0.000006 0.104141  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
17.91035 13.76933 -49.27528  -0.018463 0.027539 0.098721  0.104140  18.57 18.56  5  rooms::mirUV  0.000 1 1 0
12.65162 2.51093 -20.48732  0.044732 -0.089464 0.000000  0.100024  0.02 0.00  5  rooms::mirUV  0.894 1 1 0
31.37679 10.81262 -49.31456  0.000004 0.000000 0.059437  0.059437  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
17.86746 6.20369 -61.04005  -0.030611 0.000000 0.000000  0.030611  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
8.58259 -0.01273 -27.53179  0.000000 -0.012732 0.000000  0.012732  0.00 0.00  5  floor::mirUV  1.000 1 1 0
31.42289 12.20488 -49.29221  0.000000 0.000000 0.081787  0.081787  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
12.04214 -0.00097 -24.88589  0.000000 -0.000967 0.000000  0.000967  0.00 0.00  7  floor::mirUV  1.000 1 1 0
31.31530 12.20488 -49.34339  0.000000 0.000000 0.030613  0.030613  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
25.47504 12.20488 -49.34339  0.000000 0.000000 0.030613  0.030613  0.08 0.00  9  rooms::mirUV  0.000 1 1 0
7.18430 -0.00450 -28.93611  0.000000 -0.004496 0.000000  0.004496  0.00 0.00  9  floor::mirUV  1.000 1 1 0
2.59165 -0.02214 -23.77992  0.000000 -0.022143 0.000000  0.022143  0.00 0.00  5  floor::mirUV  1.000 1 1 0
32.99054 12.25913 -49.27398  0.000000 0.000007 0.100025  0.100025  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
31.31530 12.25913 -49.27398  0.000000 0.000007 0.100025  0.100025  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-12.44764 1.74786 -33.95668  -0.104141 0.000002 0.000000  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
18.54358 12.25911 -49.27398  0.000000 -0.000007 0.100025  0.100025  0.04 0.00  5  rooms::mirUV  0.000 1 1 0
29.97819 12.25912 -49.27398  0.000000 0.000000 0.100025  0.100025  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
25.33672 9.20338 -75.97519  0.000000 0.000000 -0.062668  0.062668  0.00 0.00  7  rooms  0.000 1 1 0
-12.33059 7.39812 -20.76449  0.012909 -0.007978 0.000000  0.015175  31.72 31.72  2  rooms::mirUV  0.000 1 1 1
12.33131 7.39857 -20.29315  -0.012191 -0.007535 0.000000  0.014331  31.72 31.72  2  rooms  0.000 1 1 1
29.82450 12.25912 -49.27398  0.000000 0.000000 0.100025  0.100025  0.10 0.00  5  rooms::mirUV  0.000 1 1 0
29.02531 12.25912 -49.27398  0.000000 0.000000 0.100025  0.100025  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
49.45205 16.79380 -76.00510  0.078049 0.050518 -0.092575  0.131201  53.50 45.12  5  rooms  0.000 2 1 0
28.34907 12.25912 -49.27398  0.000000 0.000000 0.100025  0.100025  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
49.44108 15.33294 -72.42675  0.067081 0.000000 0.000000  0.067081  0.00 0.00  6  rooms  0.000 1 1 0
26.99659 12.25912 -49.27398  0.000000 0.000000 0.100025  0.100025  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
26.04370 12.25911 -49.27398  0.000000 -0.000007 0.100025  0.100025  0.08 0.00  6  rooms::mirUV  0.000 1 1 0
25.98223 12.25912 -49.27398  0.000000 0.000000 0.100025  0.100025  0.03 0.00  4  rooms::mirUV  0.000 1 1 0
-3.72930 3.20007 3.51258  -0.055928 -0.005382 0.005893  0.056494  8.12 8.12  5  rooms::mirUV  0.000 1 1 0
25.47504 12.25912 -49.27398  0.000000 0.000000 0.100025  0.100025  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
-2.19869 -0.01508 -37.62598  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  6  floor::mirUV  1.000 1 1 0
33.52845 12.31336 -49.30574  0.000000 0.000000 0.068260  0.068260  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
33.48235 12.31336 -49.33692  0.000000 0.000000 0.037083  0.037083  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
-9.87480 -0.00067 -52.70879  0.000000 -0.000673 0.000000  0.000673  0.00 0.00  5  floor::mirUV  1.000 1 1 0
32.11450 12.31336 -49.33692  0.000000 0.000000 0.037083  0.037083  0.00 0.00  9  rooms::mirUV  0.000 1 1 0
49.41256 9.32995 -53.05415  0.038551 0.000000 0.000000  0.038551  0.00 0.00  7  rooms  0.000 1 1 0
32.03765 12.31336 -49.28868  0.000000 0.000000 0.085320  0.085320  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
4.29792 7.74482 -5.45043  0.000000 0.000000 0.104141  0.104141  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
3.06298 1.26904 2.84685  -0.008053 0.003834 0.000000  0.008919  0.00 0.00  6  rooms  0.430 1 1 0
30.60832 12.31336 -49.33692  0.000000 0.000000 0.037083  0.037083  0.00 0.00  8  rooms::mirUV  0.000 1 1 0
32.86758 10.81262 -49.33339  0.000000 0.000000 0.040611  0.040611  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-2.56872 0.25796 -53.46568  -0.100024 0.000000 0.000000  0.100024  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
29.08678 12.31336 -49.33692  0.000000 0.000000 0.037083  0.037083  0.11 0.00  8  rooms::mirUV  0.000 1 1 0
17.80511 12.30975 -58.83654  -0.092964 0.000000 0.000000  0.092964  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
29.02531 12.31336 -49.30515  0.000000 0.000000 0.068848  0.068848  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
-7.23011 -0.01508 -37.62115  0.000000 -0.015085 0.000000  0.015085  0.00 0.00  5  floor::mirUV  1.000 1 1 0
-5.03865 -0.00832 -6.02921  0.000000 -0.008320 0.000000  0.008320  0.00 0.00  5  floor::mirUV  1.000 1 1 0
27.47303 12.31336 -49.33692  0.000000 0.000000 0.037083  0.037083  0.00 0.00  8  rooms::mirUV  0.000 1 1 0
33.48235 13.67850 -49.35133  0.000000 0.000000 0.022671  0.022671  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
11.15013 -0.00038 -30.17769  0.000000 -0.000379 0.000000  0.000379  0.00 0.00  5  floor::mirUV  1.000 1 1 0
30.51611 13.67850 -49.27986  0.000000 0.000000 0.094143  0.094143  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
28.97920 13.67850 -49.35456  0.000000 0.000000 0.019436  0.019436  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
26.10518 13.67850 -49.35662  0.000000 0.000000 0.017376  0.017376  0.04 0.00  11  rooms::mirUV  0.000 1 1 0
49.47579 15.26966 -70.05539  0.101788 0.000000 0.000000  0.101788  0.00 0.00  4  rooms  0.000 1 1 0
-12.38058 0.30979 -21.40826  -0.037083 0.000000 0.000000  0.037083  0.00 0.00  11  rooms::mirUV  0.000 1 1 0
25.98222 13.67850 -49.35339  0.000000 0.000000 0.020611  0.020611  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
-13.63729 4.81083 -22.00615  -0.059436 0.000000 -0.000002  0.059436  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
32.85221 13.74179 -49.26986  0.000000 0.000000 0.104141  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
39.43019 4.68306 -49.29545  0.000000 0.000000 0.078552  0.078552  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
32.11450 13.74179 -49.26986  0.000000 0.000000 0.104141  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
-4.96032 3.18231 -40.11637  -0.022917 0.000000 0.000000  0.022917  0.00 0.00  6  rooms  0.000 1 1 0
32.03765 13.74179 -49.26986  0.000000 0.000000 0.104141  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
23.07747 1.74485 -76.01666  0.000000 0.000000 -0.104141  0.104141  0.00 0.00  6  rooms  0.000 1 1 0
31.26920 13.74179 -49.26986  0.000000 0.000000 0.104141  0.104141  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
17.85746 10.81262 -52.06570  -0.040611 0.000000 0.000000  0.040611  0.00 0.00  11  rooms::mirUV  0.000 1 1 0
29.87061 13.74179 -49.26986  0.000000 0.000000 0.104141  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
-12.38058 7.81112 -26.43486  -0.037083 0.000000 0.000000  0.037083  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
29.80913 13.74179 -49.26986  0.000000 0.000000 0.104141  0.104141  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
29.74765 13.74179 -49.26986  0.000000 0.000000 0.104141  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
29.02531 13.74179 -49.26986  0.000000 0.000000 0.104141  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
28.47202 13.74179 -49.26986  0.000000 0.000000 0.104141  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
27.47303 13.74179 -49.26986  0.000000 0.000006 0.104141  0.104141  0.03 0.00  6  rooms::mirUV  0.000 1 1 0
12.47470 10.74632 -35.40921  0.131200 0.000000 0.000000  0.131200  0.00 0.00  4  rooms  0.000 1 1 0
26.85826 13.74179 -49.26986  0.000000 0.000000 0.104141  0.104141  0.00 0.00  4  rooms::mirUV  0.000 1 1 0
19.48109 10.81261 -75.95314  0.000000 -0.000005 -0.040611  0.040611  0.05 0.00  9  rooms  0.000 1 1 0
49.50520 16.74327 -71.41600  0.131199 -0.000008 0.000000  0.131199  0.00 0.00  4  rooms  0.000 1 1 0
-13.64871 6.80850 -21.27570  -0.070860 0.019577 0.002373  0.073553  48.02 15.55  6  rooms::mirUV  0.894 2 1 0
26.04370 13.74179 -49.26986  0.000000 0.000000 0.104141  0.104141  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
40.41381 10.81262 -49.30045  0.000000 0.000000 0.073555  0.073555  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
40.35234 10.81262 -49.33339  0.000000 0.000000 0.040611  0.040611  0.00 0.00  6  rooms::mirUV  0.000 1 1 0
37.38610 10.81262 -49.31456  0.000000 0.000000 0.059437  0.059437  0.00 0.00  5  rooms::mirUV  0.000 1 1 0
39.58388 18.30731 -75.94960  0.000000 0.000000 -0.037079  0.037079  0.14 0.00  9  rooms  0.000 1 1 0
22.47807 9.26676 -49.27221  0.000006 0.000098 0.101788  0.101788  0.07 0.02  6  rooms::mirUV  0.000 1 1 0
37.32462 10.81262 -49.33339  0.000000 0.000000 0.040611  0.040611  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
35.91067 10.81262 -49.31192  0.000000 0.000000 0.062084  0.062084  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
-2.50578 1.81054 -42.91382  -0.037083 0.000000 0.000000  0.037083  0.00 0.00  7  rooms::mirUV  0.000 1 1 0
34.48134 10.81262 -49.33339  0.000000 0.000000 0.040611  0.040611  0.00 0.00  11  rooms::mirUV  0.000 1 1 0
