# mat  ax ay az  bx by bz  cx cy cz
rooms  49.47403 6.25613 -70.87176  49.47403 6.25613 -70.83289  49.40461 6.20189 -71.41600
rooms  49.47403 6.25613 -70.83289  49.47403 6.25613 -70.78105  49.40461 6.20189 -71.41600
rooms  49.47403 6.25613 -70.78105  49.47403 6.25613 -70.06834  49.40461 6.20189 -70.06834
rooms  49.47403 6.25613 -70.78105  49.40461 6.20189 -70.06834  49.40461 6.20189 -71.41600
rooms  49.47403 6.25613 -70.06834  49.47403 6.25613 -70.00356  49.40461 6.20189 -70.06834
rooms  49.47403 6.25613 -70.00356  49.43344 6.20189 -70.00356  49.40461 6.20189 -70.06834
rooms  49.47403 6.25613 -70.00356  49.47403 6.25613 -69.96468  49.45579 6.20189 -69.96468
rooms  49.47403 6.25613 -70.00356  49.45579 6.20189 -69.96468  49.43344 6.20189 -70.00356
rooms  49.47403 6.25613 -69.96468  49.47403 6.25613 -69.91285  49.45579 6.20189 -69.96468
rooms  49.47403 6.25613 -69.91285  49.40461 6.20189 -69.91285  49.45579 6.20189 -69.96468
rooms  49.47403 6.25613 -69.91285  49.47403 6.25613 -69.40747  49.40461 6.20189 -69.91285
rooms  49.47403 6.25613 -69.40747  49.47403 6.25613 -69.34268  49.40461 6.20189 -69.91285
rooms  49.47403 6.25613 -69.34268  49.47403 6.25613 -69.27789  49.40461 6.20189 -69.91285
rooms  49.47403 6.25613 -69.27789  49.47403 6.25613 -68.51335  49.40461 6.20189 -69.91285
rooms  49.47403 6.25613 -68.51335  49.40461 6.20189 -68.51335  49.40461 6.20189 -69.91285
rooms  49.47403 6.25613 -68.51335  49.47403 6.25613 -68.44856  49.43814 6.20189 -68.44856
rooms  49.47403 6.25613 -68.51335  49.43814 6.20189 -68.44856  49.40461 6.20189 -68.51335
rooms  49.47403 6.25613 -68.44856  49.47403 6.25613 -68.38377  49.43814 6.20189 -68.44856
rooms  49.47403 6.25613 -68.38377  49.40461 6.20189 -68.38377  49.43814 6.20189 -68.44856
rooms  49.47403 6.25613 -68.38377  49.47403 6.25613 -67.90431  49.40461 6.20189 -68.38377
rooms  49.47403 6.25613 -67.90431  49.47403 6.25613 -67.85248  49.40461 6.20189 -68.38377
rooms  49.47403 6.25613 -67.85248  49.47403 6.25613 -67.80065  49.40461 6.20189 -68.38377
rooms  49.47403 6.25613 -67.80065  49.47403 6.25613 -67.03611  49.40461 6.20189 -68.38377
rooms  49.47403 6.25613 -67.03611  49.40461 6.20189 -67.03611  49.40461 6.20189 -68.38377
rooms  49.47403 6.25613 -67.03611  49.47403 6.25613 -66.97132  49.44756 6.20189 -66.97132
rooms  49.47403 6.25613 -67.03611  49.44756 6.20189 -66.97132  49.40461 6.20189 -67.03611
rooms  49.47403 6.25613 -66.97132  49.47403 6.25613 -66.90653  49.44756 6.20189 -66.97132
rooms  49.47403 6.25613 -66.90653  49.40461 6.20189 -66.90653  49.44756 6.20189 -66.97132
rooms  49.47403 6.25613 -66.90653  49.47403 6.25613 -66.40116  49.40461 6.20189 -66.90653
rooms  49.47403 6.25613 -66.40116  49.47403 6.25613 -66.34932  49.40461 6.20189 -66.90653
rooms  49.47403 6.25613 -66.34932  49.47403 6.25613 -66.29749  49.40461 6.20189 -66.90653
rooms  49.47403 6.25613 -66.29749  49.47403 6.25613 -65.55887  49.40461 6.20189 -66.90653
rooms  49.47403 6.25613 -65.55887  49.40461 6.20189 -65.55887  49.40461 6.20189 -66.90653
rooms  49.41603 6.20189 -75.95455  49.40461 6.20189 -74.51303  49.41461 4.80963 -74.51303
rooms  49.41603 6.20189 -75.95455  49.41461 4.80963 -74.51303  49.41603 4.80963 -75.95455
rooms  49.40461 6.20189 -74.51303  49.43814 6.20189 -74.44823  49.43814 4.80963 -74.44823
rooms  49.40461 6.20189 -74.51303  49.43814 4.80963 -74.44823  49.41461 4.80963 -74.51303
rooms  49.43814 6.20189 -74.44823  49.40461 6.20189 -74.38345  49.43814 4.80963 -74.44823
rooms  49.40461 6.20189 -74.38345  49.41461 4.80963 -74.38345  49.43814 4.80963 -74.44823
rooms  49.40461 6.20189 -74.38345  49.40461 6.20189 -73.03579  49.41461 4.80963 -73.03579
rooms  49.40461 6.20189 -74.38345  49.41461 4.80963 -73.03579  49.41461 4.80963 -74.38345
rooms  49.40461 6.20189 -73.03579  49.44756 6.20189 -72.97099  49.41461 4.80963 -73.03579
rooms  49.44756 6.20189 -72.97099  49.44756 4.80963 -72.97099  49.41461 4.80963 -73.03579
rooms  49.44756 6.20189 -72.97099  49.40461 6.20189 -72.90620  49.44756 4.80963 -72.97099
rooms  49.40461 6.20189 -72.90620  49.41461 4.80963 -72.90620  49.44756 4.80963 -72.97099
rooms  49.40461 6.20189 -72.90620  49.40461 6.20189 -71.55855  49.41461 4.80963 -71.55854
rooms  49.40461 6.20189 -72.90620  49.41461 4.80963 -71.55854  49.41461 4.80963 -72.90620
rooms  49.40461 6.20189 -71.55855  49.44726 6.20189 -71.50671  49.44726 4.80963 -71.50671
rooms  49.40461 6.20189 -71.55855  49.44726 4.80963 -71.50671  49.41461 4.80963 -71.55854
rooms  49.44726 6.20189 -71.50671  49.43608 6.20189 -71.46784  49.43608 4.80963 -71.46783
rooms  49.44726 6.20189 -71.50671  49.43608 4.80963 -71.46783  49.44726 4.80963 -71.50671
rooms  49.43608 6.20189 -71.46784  49.40461 6.20189 -71.41600  49.43608 4.80963 -71.46783
rooms  49.40461 6.20189 -71.41600  49.41461 4.80963 -71.41600  49.43608 4.80963 -71.46783
rooms  49.40461 6.20189 -71.41600  49.40461 6.20189 -70.06834  49.41461 4.80963 -70.06834
rooms  49.40461 6.20189 -71.41600  49.41461 4.80963 -70.06834  49.41461 4.80963 -71.41600
rooms  49.40461 6.20189 -70.06834  49.43344 6.20189 -70.00356  49.43344 4.80963 -70.00356
rooms  49.40461 6.20189 -70.06834  49.43344 4.80963 -70.00356  49.41461 4.80963 -70.06834
rooms  49.43344 6.20189 -70.00356  49.45579 6.20189 -69.96468  49.45579 4.80963 -69.96468
rooms  49.43344 6.20189 -70.00356  49.45579 4.80963 -69.96468  49.43344 4.80963 -70.00356
rooms  49.45579 6.20189 -69.96468  49.40461 6.20189 -69.91285  49.45579 4.80963 -69.96468
rooms  49.40461 6.20189 -69.91285  49.41461 4.80963 -69.91285  49.45579 4.80963 -69.96468
rooms  49.40461 6.20189 -69.91285  49.40461 6.20189 -68.51335  49.41461 4.80963 -68.51335
rooms  49.40461 6.20189 -69.91285  49.41461 4.80963 -68.51335  49.41461 4.80963 -69.91285
rooms  49.40461 6.20189 -68.51335  49.43814 6.20189 -68.44856  49.43814 4.80963 -68.44856
rooms  49.40461 6.20189 -68.51335  49.43814 4.80963 -68.44856  49.41461 4.80963 -68.51335
rooms  49.43814 6.20189 -68.44856  49.40461 6.20189 -68.38377  49.43814 4.80963 -68.44856
rooms  49.40461 6.20189 -68.38377  49.41461 4.80963 -68.38377  49.43814 4.80963 -68.44856
rooms  49.40461 6.20189 -68.38377  49.40461 6.20189 -67.03611  49.41461 4.80963 -67.03611
rooms  49.40461 6.20189 -68.38377  49.41461 4.80963 -67.03611  49.41461 4.80963 -68.38377
rooms  49.40461 6.20189 -67.03611  49.44756 6.20189 -66.97132  49.41461 4.80963 -67.03611
rooms  49.44756 6.20189 -66.97132  49.44756 4.80963 -66.97132  49.41461 4.80963 -67.03611
rooms  49.44756 6.20189 -66.97132  49.40461 6.20189 -66.90653  49.44756 4.80963 -66.97132
rooms  49.40461 6.20189 -66.90653  49.41461 4.80963 -66.90653  49.44756 4.80963 -66.97132
rooms  49.40461 6.20189 -66.90653  49.40461 6.20189 -65.55887  49.41461 4.80963 -65.55887
rooms  49.40461 6.20189 -66.90653  49.41461 4.80963 -65.55887  49.41461 4.80963 -66.90653
rooms  49.41603 4.80963 -75.95455  49.50520 4.74634 -75.52377  49.42039 4.74634 -75.95891
rooms  49.41603 4.80963 -75.95455  49.50520 4.74634 -75.45898  49.50520 4.74634 -75.52377
rooms  49.41603 4.80963 -75.95455  49.50520 4.74634 -75.39419  49.50520 4.74634 -75.45898
rooms  49.41603 4.80963 -75.95455  49.41461 4.80963 -74.51303  49.50520 4.74634 -74.51303
rooms  49.41603 4.80963 -75.95455  49.50520 4.74634 -74.51303  49.50520 4.74634 -75.39419
rooms  49.41461 4.80963 -74.51303  49.43814 4.80963 -74.44823  49.50520 4.74634 -74.51303
rooms  49.43814 4.80963 -74.44823  49.50520 4.74634 -74.44823  49.50520 4.74634 -74.51303
rooms  49.43814 4.80963 -74.44823  49.41461 4.80963 -74.38345  49.50520 4.74634 -74.44823
rooms  49.41461 4.80963 -74.38345  49.50520 4.74634 -74.38345  49.50520 4.74634 -74.44823
rooms  49.41461 4.80963 -74.38345  49.50520 4.74634 -74.04653  49.50520 4.74634 -74.38345
rooms  49.41461 4.80963 -74.38345  49.50520 4.74634 -73.99470  49.50520 4.74634 -74.04653
rooms  49.41461 4.80963 -74.38345  49.50520 4.74634 -73.95583  49.50520 4.74634 -73.99470
rooms  49.41461 4.80963 -74.38345  49.50520 4.74634 -73.89104  49.50520 4.74634 -73.95583
rooms  49.41461 4.80963 -74.38345  49.41461 4.80963 -73.03579  49.50520 4.74634 -73.03579
rooms  49.41461 4.80963 -74.38345  49.50520 4.74634 -73.03579  49.50520 4.74634 -73.89104
rooms  49.41461 4.80963 -73.03579  49.44756 4.80963 -72.97099  49.50520 4.74634 -73.03579
rooms  49.44756 4.80963 -72.97099  49.50520 4.74634 -72.97100  49.50520 4.74634 -73.03579
rooms  49.44756 4.80963 -72.97099  49.41461 4.80963 -72.90620  49.50520 4.74634 -72.97100
rooms  49.41461 4.80963 -72.90620  49.50520 4.74634 -72.90620  49.50520 4.74634 -72.97100
rooms  49.41461 4.80963 -72.90620  49.50520 4.74634 -72.54337  49.50520 4.74634 -72.90620
rooms  49.41461 4.80963 -72.90620  49.50520 4.74634 -72.49154  49.50520 4.74634 -72.54337
rooms  49.41461 4.80963 -72.90620  49.50520 4.74634 -72.42675  49.50520 4.74634 -72.49154
rooms  49.41461 4.80963 -72.90620  49.50520 4.74634 -72.37492  49.50520 4.74634 -72.42675
rooms  49.41461 4.80963 -72.90620  49.41461 4.80963 -71.55854  49.50520 4.74634 -71.55855
rooms  49.41461 4.80963 -72.90620  49.50520 4.74634 -71.55855  49.50520 4.74634 -72.37492
rooms  49.41461 4.80963 -71.55854  49.44726 4.80963 -71.50671  49.50520 4.74634 -71.50671
rooms  49.41461 4.80963 -71.55854  49.50520 4.74634 -71.50671  49.50520 4.74634 -71.55855
rooms  49.44726 4.80963 -71.50671  49.43608 4.80963 -71.46783  49.50520 4.74634 -71.46783
rooms  49.44726 4.80963 -71.50671  49.50520 4.74634 -71.46783  49.50520 4.74634 -71.50671
rooms  49.43608 4.80963 -71.46783  49.41461 4.80963 -71.41600  49.50520 4.74634 -71.46783
rooms  49.41461 4.80963 -71.41600  49.50520 4.74634 -71.41601  49.50520 4.74634 -71.46783
rooms  49.41461 4.80963 -71.41600  49.50520 4.74634 -71.05317  49.50520 4.74634 -71.41601
rooms  49.41461 4.80963 -71.41600  49.50520 4.74634 -70.98838  49.50520 4.74634 -71.05317
rooms  49.41461 4.80963 -71.41600  49.50520 4.74634 -70.94951  49.50520 4.74634 -70.98838
rooms  49.41461 4.80963 -71.41600  49.50520 4.74634 -70.89767  49.50520 4.74634 -70.94951
rooms  49.41461 4.80963 -71.41600  49.41461 4.80963 -70.06834  49.50520 4.74634 -70.89767
rooms  49.41461 4.80963 -70.06834  49.50520 4.74634 -70.06834  49.50520 4.74634 -70.89767
rooms  49.41461 4.80963 -70.06834  49.43344 4.80963 -70.00356  49.50520 4.74634 -70.00356
rooms  49.41461 4.80963 -70.06834  49.50520 4.74634 -70.00356  49.50520 4.74634 -70.06834
rooms  49.43344 4.80963 -70.00356  49.45579 4.80963 -69.96468  49.50520 4.74634 -69.96468
rooms  49.43344 4.80963 -70.00356  49.50520 4.74634 -69.96468  49.50520 4.74634 -70.00356
rooms  49.45579 4.80963 -69.96468  49.41461 4.80963 -69.91285  49.50520 4.74634 -69.96468
rooms  49.41461 4.80963 -69.91285  49.50520 4.74634 -69.91284  49.50520 4.74634 -69.96468
rooms  49.41461 4.80963 -69.91285  49.50520 4.74634 -69.52410  49.50520 4.74634 -69.91284
rooms  49.41461 4.80963 -69.91285  49.50520 4.74634 -69.45930  49.50520 4.74634 -69.52410
rooms  49.41461 4.80963 -69.91285  49.50520 4.74634 -69.39452  49.50520 4.74634 -69.45930
rooms  49.41461 4.80963 -69.91285  49.41461 4.80963 -68.51335  49.50520 4.74634 -68.51335
rooms  49.41461 4.80963 -69.91285  49.50520 4.74634 -68.51335  49.50520 4.74634 -69.39452
rooms  49.41461 4.80963 -68.51335  49.43814 4.80963 -68.44856  49.50520 4.74634 -68.51335
rooms  49.43814 4.80963 -68.44856  49.50520 4.74634 -68.44856  49.50520 4.74634 -68.51335
rooms  49.43814 4.80963 -68.44856  49.41461 4.80963 -68.38377  49.50520 4.74634 -68.44856
rooms  49.41461 4.80963 -68.38377  49.50520 4.74634 -68.38377  49.50520 4.74634 -68.44856
rooms  49.41461 4.80963 -68.38377  49.50520 4.74634 -68.04686  49.50520 4.74634 -68.38377
rooms  49.41461 4.80963 -68.38377  49.50520 4.74634 -67.99503  49.50520 4.74634 -68.04686
rooms  49.41461 4.80963 -68.38377  49.50520 4.74634 -67.95615  49.50520 4.74634 -67.99503
rooms  49.41461 4.80963 -68.38377  49.50520 4.74634 -67.89136  49.50520 4.74634 -67.95615
rooms  49.41461 4.80963 -68.38377  49.41461 4.80963 -67.03611  49.50520 4.74634 -67.03611
rooms  49.41461 4.80963 -68.38377  49.50520 4.74634 -67.03611  49.50520 4.74634 -67.89136
rooms  49.41461 4.80963 -67.03611  49.44756 4.80963 -66.97132  49.50520 4.74634 -67.03611
rooms  49.44756 4.80963 -66.97132  49.50520 4.74634 -66.97132  49.50520 4.74634 -67.03611
rooms  49.44756 4.80963 -66.97132  49.41461 4.80963 -66.90653  49.50520 4.74634 -66.97132
rooms  49.41461 4.80963 -66.90653  49.50520 4.74634 -66.90652  49.50520 4.74634 -66.97132
rooms  49.41461 4.80963 -66.90653  49.50520 4.74634 -66.54370  49.50520 4.74634 -66.90652
rooms  49.41461 4.80963 -66.90653  49.50520 4.74634 -66.49187  49.50520 4.74634 -66.54370
rooms  49.41461 4.80963 -66.90653  49.50520 4.74634 -66.42707  49.50520 4.74634 -66.49187
rooms  49.41461 4.80963 -66.90653  49.50520 4.74634 -66.37524  49.50520 4.74634 -66.42707
rooms  49.41461 4.80963 -66.90653  49.41461 4.80963 -65.55887  49.50520 4.74634 -65.55887
rooms  49.41461 4.80963 -66.90653  49.50520 4.74634 -65.55887  49.50520 4.74634 -66.37524
rooms  49.42039 4.74634 -75.95891  49.50520 4.74634 -75.52377  49.37567 4.68306 -75.91419
rooms  49.50520 4.74634 -75.52377  49.38049 4.68306 -75.52377  49.37567 4.68306 -75.91419
rooms  49.50520 4.74634 -75.52377  49.50520 4.74634 -75.45898  49.38049 4.68306 -75.52377
rooms  49.50520 4.74634 -75.45898  49.44520 4.68306 -75.45898  49.38049 4.68306 -75.52377
rooms  49.50520 4.74634 -75.45898  49.50520 4.74634 -75.39419  49.38961 4.68306 -75.39419
rooms  49.50520 4.74634 -75.45898  49.38961 4.68306 -75.39419  49.44520 4.68306 -75.45898
rooms  49.50520 4.74634 -75.39419  49.50520 4.74634 -74.51303  49.38961 4.68306 -75.39419
rooms  49.50520 4.74634 -74.51303  49.50520 4.74634 -74.44823  49.38961 4.68306 -75.39419
rooms  49.50520 4.74634 -74.44823  49.50520 4.74634 -74.38345  49.38961 4.68306 -75.39419
rooms  49.50520 4.74634 -74.38345  49.50520 4.74634 -74.04653  49.38961 4.68306 -75.39419
rooms  49.50520 4.74634 -74.04653  49.38755 4.68306 -74.04653  49.38961 4.68306 -75.39419
rooms  49.50520 4.74634 -74.04653  49.50520 4.74634 -73.99470  49.38755 4.68306 -74.04653
rooms  49.50520 4.74634 -73.99470  49.44961 4.68306 -73.99470  49.38755 4.68306 -74.04653
rooms  49.50520 4.74634 -73.99470  49.50520 4.74634 -73.95583  49.45255 4.68306 -73.95583
rooms  49.50520 4.74634 -73.99470  49.45255 4.68306 -73.95583  49.44961 4.68306 -73.99470
rooms  49.50520 4.74634 -73.95583  49.50520 4.74634 -73.89104  49.45255 4.68306 -73.95583
rooms  49.50520 4.74634 -73.89104  49.37873 4.68306 -73.89103  49.45255 4.68306 -73.95583
rooms  49.50520 4.74634 -73.89104  49.50520 4.74634 -73.03579  49.37873 4.68306 -73.89103
rooms  49.50520 4.74634 -73.03579  49.50520 4.74634 -72.97100  49.37873 4.68306 -73.89103
rooms  49.50520 4.74634 -72.97100  49.50520 4.74634 -72.90620  49.37873 4.68306 -73.89103
rooms  49.50520 4.74634 -72.90620  49.50520 4.74634 -72.54337  49.37873 4.68306 -73.89103
rooms  49.50520 4.74634 -72.54337  49.38814 4.68306 -72.54337  49.37873 4.68306 -73.89103
rooms  49.50520 4.74634 -72.54337  49.50520 4.74634 -72.49154  49.45373 4.68306 -72.49154
rooms  49.50520 4.74634 -72.54337  49.45373 4.68306 -72.49154  49.38814 4.68306 -72.54337
rooms  49.50520 4.74634 -72.49154  49.50520 4.74634 -72.42675  49.45373 4.68306 -72.49154
rooms  49.50520 4.74634 -72.42675  49.44108 4.68306 -72.42675  49.45373 4.68306 -72.49154
rooms  49.50520 4.74634 -72.42675  49.50520 4.74634 -72.37492  49.44108 4.68306 -72.42675
rooms  49.50520 4.74634 -72.37492  49.38726 4.68306 -72.37492  49.44108 4.68306 -72.42675
rooms  49.50520 4.74634 -72.37492  49.50520 4.74634 -71.55855  49.38726 4.68306 -72.37492
rooms  49.50520 4.74634 -71.55855  49.50520 4.74634 -71.50671  49.38726 4.68306 -72.37492
rooms  49.50520 4.74634 -71.50671  49.50520 4.74634 -71.46783  49.38726 4.68306 -72.37492
rooms  49.50520 4.74634 -71.46783  49.50520 4.74634 -71.41601  49.38726 4.68306 -72.37492
rooms  49.50520 4.74634 -71.41601  49.50520 4.74634 -71.05317  49.38726 4.68306 -72.37492
rooms  49.50520 4.74634 -71.05317  49.38932 4.68306 -71.05318  49.38726 4.68306 -72.37492
rooms  49.50520 4.74634 -71.05317  49.50520 4.74634 -70.98838  49.38932 4.68306 -71.05318
rooms  49.50520 4.74634 -70.98838  49.44373 4.68306 -70.98838  49.38932 4.68306 -71.05318
rooms  49.50520 4.74634 -70.98838  49.50520 4.74634 -70.94951  49.44373 4.68306 -70.98838
rooms  49.50520 4.74634 -70.94951  49.46991 4.68306 -70.94951  49.44373 4.68306 -70.98838
rooms  49.50520 4.74634 -70.94951  49.50520 4.74634 -70.89767  49.39314 4.68306 -70.89767
rooms  49.50520 4.74634 -70.94951  49.39314 4.68306 -70.89767  49.46991 4.68306 -70.94951
rooms  49.50520 4.74634 -70.89767  49.50520 4.74634 -70.06834  49.39314 4.68306 -70.89767
rooms  49.50520 4.74634 -70.06834  49.50520 4.74634 -70.00356  49.39314 4.68306 -70.89767
rooms  49.50520 4.74634 -70.00356  49.50520 4.74634 -69.96468  49.39314 4.68306 -70.89767
rooms  49.50520 4.74634 -69.96468  49.50520 4.74634 -69.91284  49.39314 4.68306 -70.89767
rooms  49.50520 4.74634 -69.91284  49.50520 4.74634 -69.52410  49.39314 4.68306 -70.89767
rooms  49.50520 4.74634 -69.52410  49.38049 4.68306 -69.52410  49.39314 4.68306 -70.89767
rooms  49.50520 4.74634 -69.52410  49.50520 4.74634 -69.45930  49.38049 4.68306 -69.52410
rooms  49.50520 4.74634 -69.45930  49.44520 4.68306 -69.45930  49.38049 4.68306 -69.52410
rooms  49.50520 4.74634 -69.45930  49.50520 4.74634 -69.39452  49.38961 4.68306 -69.39452
rooms  49.50520 4.74634 -69.45930  49.38961 4.68306 -69.39452  49.44520 4.68306 -69.45930
rooms  49.50520 4.74634 -69.39452  49.50520 4.74634 -68.51335  49.38961 4.68306 -69.39452
rooms  49.50520 4.74634 -68.51335  49.50520 4.74634 -68.44856  49.38961 4.68306 -69.39452
rooms  49.50520 4.74634 -68.44856  49.50520 4.74634 -68.38377  49.38961 4.68306 -69.39452
rooms  49.50520 4.74634 -68.38377  49.50520 4.74634 -68.04686  49.38961 4.68306 -69.39452
rooms  49.50520 4.74634 -68.04686  49.38755 4.68306 -68.04685  49.38961 4.68306 -69.39452
rooms  49.50520 4.74634 -68.04686  49.50520 4.74634 -67.99503  49.38755 4.68306 -68.04685
rooms  49.50520 4.74634 -67.99503  49.44961 4.68306 -67.99503  49.38755 4.68306 -68.04685
rooms  49.50520 4.74634 -67.99503  49.50520 4.74634 -67.95615  49.45255 4.68306 -67.95615
rooms  49.50520 4.74634 -67.99503  49.45255 4.68306 -67.95615  49.44961 4.68306 -67.99503
rooms  49.50520 4.74634 -67.95615  49.50520 4.74634 -67.89136  49.45255 4.68306 -67.95615
rooms  49.50520 4.74634 -67.89136  49.37873 4.68306 -67.89136  49.45255 4.68306 -67.95615
rooms  49.50520 4.74634 -67.89136  49.50520 4.74634 -67.03611  49.37873 4.68306 -67.89136
rooms  49.50520 4.74634 -67.03611  49.50520 4.74634 -66.97132  49.37873 4.68306 -67.89136
rooms  49.50520 4.74634 -66.97132  49.50520 4.74634 -66.90652  49.37873 4.68306 -67.89136
rooms  49.50520 4.74634 -66.90652  49.50520 4.74634 -66.54370  49.37873 4.68306 -67.89136
rooms  49.50520 4.74634 -66.54370  49.38814 4.68306 -66.54370  49.37873 4.68306 -67.89136
rooms  49.50520 4.74634 -66.54370  49.50520 4.74634 -66.49187  49.45373 4.68306 -66.49187
rooms  49.50520 4.74634 -66.54370  49.45373 4.68306 -66.49187  49.38814 4.68306 -66.54370
rooms  49.50520 4.74634 -66.49187  49.50520 4.74634 -66.42707  49.45373 4.68306 -66.49187
rooms  49.50520 4.74634 -66.42707  49.44108 4.68306 -66.42707  49.45373 4.68306 -66.49187
rooms  49.50520 4.74634 -66.42707  49.50520 4.74634 -66.37524  49.44108 4.68306 -66.42707
rooms  49.50520 4.74634 -66.37524  49.38726 4.68306 -66.37524  49.44108 4.68306 -66.42707
rooms  49.50520 4.74634 -66.37524  49.50520 4.74634 -65.55887  49.38726 4.68306 -66.37524
rooms  33.48235 4.68306 -75.91725  33.48235 4.74634 -76.04372  34.34302 4.74634 -76.04372
rooms  33.48235 4.68306 -75.91725  34.34302 4.74634 -76.04372  34.40450 4.74634 -76.04372
rooms  33.48235 4.68306 -75.91725  34.40450 4.74634 -76.04372  34.48134 4.74634 -76.04372
rooms  33.48235 4.68306 -75.91725  34.83483 4.74634 -76.04372  34.83483 4.68306 -75.92667
rooms  33.48235 4.68306 -75.91725  34.48134 4.74634 -76.04372  34.83483 4.74634 -76.04372
rooms  34.83483 4.68306 -75.92667  34.83483 4.74634 -76.04372  34.89631 4.68306 -75.99225
rooms  34.89631 4.68306 -75.99225  34.83483 4.74634 -76.04372  34.89630 4.74634 -76.04372
rooms  34.89631 4.68306 -75.99225  34.95778 4.74634 -76.04372  34.95778 4.68306 -75.97961
rooms  34.89631 4.68306 -75.99225  34.89630 4.74634 -76.04372  34.95778 4.74634 -76.04372
rooms  34.95778 4.68306 -75.97961  35.01926 4.74634 -76.04372  35.01926 4.68306 -75.92578
rooms  34.95778 4.68306 -75.97961  34.95778 4.74634 -76.04372  35.01926 4.74634 -76.04372
rooms  35.01926 4.68306 -75.92578  35.01926 4.74634 -76.04372  35.81845 4.74634 -76.04372
rooms  35.01926 4.68306 -75.92578  35.81845 4.74634 -76.04372  35.87993 4.74634 -76.04372
rooms  35.01926 4.68306 -75.92578  35.87993 4.74634 -76.04372  35.91066 4.74634 -76.04372
rooms  35.01926 4.68306 -75.92578  35.91066 4.74634 -76.04372  35.97214 4.74634 -76.04372
rooms  35.01926 4.68306 -75.92578  36.34100 4.74634 -76.04372  36.34100 4.68306 -75.92784
