# mat  ax ay az  bx by bz  cx cy cz
rooms::mirUV  35.01926 10.74933 -49.24280  35.01926 10.67701 -49.36074  35.81845 10.74933 -49.24280
rooms::mirUV  35.81845 10.74933 -49.24280  35.01926 10.67701 -49.36074  35.87993 10.74934 -49.24280
rooms::mirUV  35.87993 10.74934 -49.24280  35.01926 10.67701 -49.36074  35.91070 10.74932 -49.24281
rooms::mirUV  35.91070 10.74932 -49.24281  35.01926 10.67701 -49.36074  35.97214 10.74933 -49.24280
rooms::mirUV  35.97214 10.74933 -49.24280  35.01926 10.67701 -49.36074  36.34100 10.74933 -49.24280
rooms::mirUV  36.34100 10.74933 -49.24280  35.01926 10.67701 -49.36074  36.34100 10.67701 -49.35868
rooms::mirUV  36.34100 10.74933 -49.24280  36.34100 10.67701 -49.35868  36.40248 10.74939 -49.24280
rooms::mirUV  36.40248 10.74939 -49.24280  36.34100 10.67701 -49.35868  36.40248 10.67701 -49.30427
rooms::mirUV  36.40248 10.74939 -49.24280  36.40248 10.67701 -49.30427  36.43321 10.74933 -49.24280
rooms::mirUV  36.43321 10.74933 -49.24280  36.40248 10.67701 -49.30427  36.43322 10.67700 -49.27810
rooms::mirUV  36.43321 10.74933 -49.24280  36.49469 10.67701 -49.35486  36.49470 10.74939 -49.24281
rooms::mirUV  36.43321 10.74933 -49.24280  36.43322 10.67700 -49.27810  36.49469 10.67701 -49.35486
rooms::mirUV  36.49470 10.74939 -49.24281  36.49469 10.67701 -49.35486  37.32462 10.74933 -49.24280
rooms::mirUV  37.32462 10.74933 -49.24280  36.49469 10.67701 -49.35486  37.38610 10.74933 -49.24280
rooms::mirUV  37.38610 10.74933 -49.24280  36.49469 10.67701 -49.35486  37.41684 10.74933 -49.24280
rooms::mirUV  37.41684 10.74933 -49.24280  36.49469 10.67701 -49.35486  37.47832 10.74933 -49.24280
rooms::mirUV  37.47832 10.74933 -49.24280  36.49469 10.67701 -49.35486  37.86254 10.74933 -49.24280
rooms::mirUV  37.86254 10.74933 -49.24280  36.49469 10.67701 -49.35486  37.86254 10.67701 -49.36751
rooms::mirUV  37.86254 10.74933 -49.24280  37.86254 10.67701 -49.36751  37.92402 10.74933 -49.24280
rooms::mirUV  37.92402 10.74933 -49.24280  37.86254 10.67701 -49.36751  37.92402 10.67701 -49.30280
rooms::mirUV  37.92402 10.74933 -49.24280  37.98550 10.67701 -49.35839  37.98550 10.74933 -49.24280
rooms::mirUV  37.92402 10.74933 -49.24280  37.92402 10.67701 -49.30280  37.98550 10.67701 -49.35839
rooms::mirUV  37.98550 10.74933 -49.24280  37.98550 10.67701 -49.35839  38.86153 10.74933 -49.24280
rooms::mirUV  38.86153 10.74933 -49.24280  37.98550 10.67701 -49.35839  38.93838 10.74933 -49.24280
rooms::mirUV  38.93838 10.74933 -49.24280  37.98550 10.67701 -49.35839  38.99986 10.74933 -49.24280
rooms::mirUV  38.99986 10.74933 -49.24280  37.98550 10.67701 -49.35839  39.33797 10.74933 -49.24280
rooms::mirUV  39.33797 10.74933 -49.24280  37.98550 10.67701 -49.35839  39.33797 10.67701 -49.36045
rooms::mirUV  39.33797 10.74933 -49.24280  39.33797 10.67701 -49.36045  39.39945 10.74933 -49.24280
rooms::mirUV  39.39945 10.74933 -49.24280  39.33797 10.67701 -49.36045  39.39945 10.67701 -49.29839
rooms::mirUV  39.39945 10.74933 -49.24280  39.39945 10.67701 -49.29839  39.43019 10.74933 -49.24280
rooms::mirUV  39.43019 10.74933 -49.24280  39.39945 10.67701 -49.29839  39.43019 10.67701 -49.29545
rooms::mirUV  39.43019 10.74933 -49.24280  39.43019 10.67701 -49.29545  39.49167 10.74933 -49.24280
rooms::mirUV  39.49167 10.74933 -49.24280  39.43019 10.67701 -49.29545  39.49167 10.67701 -49.36927
rooms::mirUV  39.49167 10.74933 -49.24280  39.49167 10.67701 -49.36927  40.35234 10.74933 -49.24280
rooms::mirUV  40.35234 10.74933 -49.24280  39.49167 10.67701 -49.36927  40.41381 10.74933 -49.24280
rooms::mirUV  40.41381 10.74933 -49.24280  39.49167 10.67701 -49.36927  40.47529 10.74933 -49.24280
rooms::mirUV  40.47529 10.74933 -49.24280  39.49167 10.67701 -49.36927  40.84415 10.74933 -49.24280
rooms::mirUV  40.84415 10.74933 -49.24280  39.49167 10.67701 -49.36927  40.84415 10.67701 -49.35986
rooms::mirUV  40.84415 10.74933 -49.24280  40.89025 10.67701 -49.29427  40.89025 10.74933 -49.24280
rooms::mirUV  40.84415 10.74933 -49.24280  40.84415 10.67701 -49.35986  40.89025 10.67701 -49.29427
rooms::mirUV  40.89025 10.74933 -49.24280  40.89025 10.67701 -49.29427  40.95173 10.74933 -49.24280
rooms::mirUV  40.95173 10.74933 -49.24280  40.89025 10.67701 -49.29427  40.95173 10.67701 -49.30692
rooms::mirUV  40.95173 10.74933 -49.24280  40.95173 10.67701 -49.30692  41.01321 10.74933 -49.24280
rooms::mirUV  41.01321 10.74933 -49.24280  40.95173 10.67701 -49.30692  41.01321 10.67701 -49.36074
rooms::mirUV  41.01321 10.74933 -49.24280  41.01321 10.67701 -49.36074  41.82777 10.74933 -49.24280
rooms::mirUV  41.82777 10.74933 -49.24280  41.01321 10.67701 -49.36074  41.87388 10.74933 -49.24280
rooms::mirUV  41.87388 10.74933 -49.24280  41.01321 10.67701 -49.36074  41.91999 10.74933 -49.24280
rooms::mirUV  33.48235 10.67701 -49.36927  34.83483 9.32995 -49.33545  34.83483 10.67701 -49.35986
rooms::mirUV  33.48235 10.67701 -49.36927  33.48235 9.32995 -49.33545  34.83483 9.32995 -49.33545
rooms::mirUV  34.83483 10.67701 -49.35986  34.83483 9.32995 -49.33545  34.89631 10.67701 -49.29427
rooms::mirUV  34.89631 10.67701 -49.29427  34.83483 9.32995 -49.33545  34.89631 9.32995 -49.29427
rooms::mirUV  34.89631 10.67701 -49.29427  34.95778 9.32995 -49.30692  34.95778 10.67701 -49.30692
rooms::mirUV  34.89631 10.67701 -49.29427  34.89631 9.32995 -49.29427  34.95778 9.32995 -49.30692
rooms::mirUV  34.95778 10.67701 -49.30692  34.95778 9.32995 -49.30692  35.01926 10.67701 -49.36074
rooms::mirUV  35.01926 10.67701 -49.36074  34.95778 9.32995 -49.30692  35.01926 9.32995 -49.33545
rooms::mirUV  35.01926 10.67701 -49.36074  36.34100 9.32995 -49.33545  36.34100 10.67701 -49.35868
rooms::mirUV  35.01926 10.67701 -49.36074  35.01926 9.32995 -49.33545  36.34100 9.32995 -49.33545
rooms::mirUV  36.34100 10.67701 -49.35868  36.40248 9.32995 -49.30427  36.40248 10.67701 -49.30427
rooms::mirUV  36.34100 10.67701 -49.35868  36.34100 9.32995 -49.33545  36.40248 9.32995 -49.30427
rooms::mirUV  36.40248 10.67701 -49.30427  36.40248 9.32995 -49.30427  36.43322 10.67700 -49.27810
rooms::mirUV  36.43322 10.67700 -49.27810  36.40248 9.32995 -49.30427  36.43321 9.32995 -49.27810
rooms::mirUV  36.43322 10.67700 -49.27810  36.43321 9.32995 -49.27810  36.49469 10.67701 -49.35486
rooms::mirUV  36.49469 10.67701 -49.35486  36.43321 9.32995 -49.27810  36.49469 9.32995 -49.33545
rooms::mirUV  36.49469 10.67701 -49.35486  37.86254 9.32995 -49.33545  37.86254 10.67701 -49.36751
rooms::mirUV  36.49469 10.67701 -49.35486  36.49469 9.32995 -49.33545  37.86254 9.32995 -49.33545
rooms::mirUV  37.86254 10.67701 -49.36751  37.92402 9.32995 -49.30280  37.92402 10.67701 -49.30280
rooms::mirUV  37.86254 10.67701 -49.36751  37.86254 9.32995 -49.33545  37.92402 9.32995 -49.30280
rooms::mirUV  37.92402 10.67701 -49.30280  37.98549 9.32995 -49.33545  37.98550 10.67701 -49.35839
rooms::mirUV  37.92402 10.67701 -49.30280  37.92402 9.32995 -49.30280  37.98549 9.32995 -49.33545
rooms::mirUV  37.98550 10.67701 -49.35839  37.98549 9.32995 -49.33545  39.33797 10.67701 -49.36045
rooms::mirUV  39.33797 10.67701 -49.36045  37.98549 9.32995 -49.33545  39.33797 9.32995 -49.33545
rooms::mirUV  39.33797 10.67701 -49.36045  39.39945 9.32995 -49.29839  39.39945 10.67701 -49.29839
rooms::mirUV  39.33797 10.67701 -49.36045  39.33797 9.32995 -49.33545  39.39945 9.32995 -49.29839
rooms::mirUV  39.39945 10.67701 -49.29839  39.43019 9.32995 -49.29545  39.43019 10.67701 -49.29545
rooms::mirUV  39.39945 10.67701 -49.29839  39.39945 9.32995 -49.29839  39.43019 9.32995 -49.29545
rooms::mirUV  39.43019 10.67701 -49.29545  39.43019 9.32995 -49.29545  39.49167 10.67701 -49.36927
rooms::mirUV  39.49167 10.67701 -49.36927  39.43019 9.32995 -49.29545  39.49167 9.32995 -49.33545
rooms::mirUV  39.49167 10.67701 -49.36927  40.84415 9.32995 -49.33545  40.84415 10.67701 -49.35986
rooms::mirUV  39.49167 10.67701 -49.36927  39.49167 9.32995 -49.33545  40.84415 9.32995 -49.33545
rooms::mirUV  40.84415 10.67701 -49.35986  40.84415 9.32995 -49.33545  40.89025 10.67701 -49.29427
rooms::mirUV  40.89025 10.67701 -49.29427  40.84415 9.32995 -49.33545  40.89025 9.32995 -49.29427
rooms::mirUV  40.89025 10.67701 -49.29427  40.89025 9.32995 -49.29427  40.95173 10.67701 -49.30692
rooms::mirUV  40.95173 10.67701 -49.30692  40.89025 9.32995 -49.29427  40.95173 9.32995 -49.30692
rooms::mirUV  40.95173 10.67701 -49.30692  40.95173 9.32995 -49.30692  41.01321 10.67701 -49.36074
rooms::mirUV  41.01321 10.67701 -49.36074  40.95173 9.32995 -49.30692  41.01321 9.32995 -49.33545
rooms::mirUV  41.01321 10.67701 -49.36074  41.01321 9.32995 -49.33545  42.33495 9.32995 -49.33545
rooms::mirUV  33.48235 9.32995 -49.33545  33.48235 9.26666 -49.27221  34.29691 9.26667 -49.27221
rooms::mirUV  33.48235 9.32995 -49.33545  34.29691 9.26667 -49.27221  34.35838 9.26667 -49.27221
rooms::mirUV  33.48235 9.32995 -49.33545  34.35838 9.26667 -49.27221  34.41986 9.26666 -49.27221
rooms::mirUV  33.48235 9.32995 -49.33545  34.41986 9.26666 -49.27221  34.48134 9.26666 -49.27221
rooms::mirUV  33.48235 9.32995 -49.33545  34.48134 9.26666 -49.27221  34.83483 9.32995 -49.33545
rooms::mirUV  34.83483 9.32995 -49.33545  34.48134 9.26666 -49.27221  34.83483 9.26667 -49.27221
rooms::mirUV  34.83483 9.32995 -49.33545  34.89631 9.26666 -49.27221  34.89631 9.32995 -49.29427
rooms::mirUV  34.83483 9.32995 -49.33545  34.83483 9.26667 -49.27221  34.89631 9.26666 -49.27221
rooms::mirUV  34.89631 9.32995 -49.29427  34.89631 9.26666 -49.27221  34.95778 9.32995 -49.30692
rooms::mirUV  34.95778 9.32995 -49.30692  34.89631 9.26666 -49.27221  34.95778 9.26666 -49.27221
rooms::mirUV  34.95778 9.32995 -49.30692  34.95778 9.26666 -49.27221  35.01926 9.32995 -49.33545
rooms::mirUV  35.01926 9.32995 -49.33545  34.95778 9.26666 -49.27221  35.01926 9.26667 -49.27221
rooms::mirUV  35.01926 9.32995 -49.33545  35.01926 9.26667 -49.27221  35.75697 9.26667 -49.27221
rooms::mirUV  35.01926 9.32995 -49.33545  35.75697 9.26667 -49.27221  35.80309 9.26677 -49.27221
rooms::mirUV  35.01926 9.32995 -49.33545  35.80309 9.26677 -49.27221  35.86456 9.26667 -49.27221
rooms::mirUV  35.01926 9.32995 -49.33545  35.86456 9.26667 -49.27221  35.92603 9.26667 -49.27221
rooms::mirUV  35.01926 9.32995 -49.33545  35.92603 9.26667 -49.27221  36.34100 9.32995 -49.33545
rooms::mirUV  36.34100 9.32995 -49.33545  35.92603 9.26667 -49.27221  36.34100 9.26667 -49.27221
rooms::mirUV  36.34100 9.32995 -49.33545  36.40248 9.26667 -49.27221  36.40248 9.32995 -49.30427
rooms::mirUV  36.34100 9.32995 -49.33545  36.34100 9.26667 -49.27221  36.40248 9.26667 -49.27221
rooms::mirUV  36.40248 9.32995 -49.30427  36.40248 9.26667 -49.27221  36.43321 9.32995 -49.27810
rooms::mirUV  36.43321 9.32995 -49.27810  36.40248 9.26667 -49.27221  36.43320 9.26667 -49.27221
rooms::mirUV  36.43321 9.32995 -49.27810  36.49469 9.26666 -49.27222  36.49469 9.32995 -49.33545
rooms::mirUV  36.43321 9.32995 -49.27810  36.43320 9.26667 -49.27221  36.49469 9.26666 -49.27222
rooms::mirUV  36.49469 9.32995 -49.33545  36.49469 9.26666 -49.27222  37.27851 9.26666 -49.27221
rooms::mirUV  36.49469 9.32995 -49.33545  37.27851 9.26666 -49.27221  37.33999 9.26667 -49.27221
rooms::mirUV  36.49469 9.32995 -49.33545  37.33999 9.26667 -49.27221  37.37073 9.26667 -49.27221
rooms::mirUV  36.49469 9.32995 -49.33545  37.37073 9.26667 -49.27221  37.43221 9.26667 -49.27221
rooms::mirUV  36.49469 9.32995 -49.33545  37.43221 9.26667 -49.27221  37.86254 9.32995 -49.33545
rooms::mirUV  37.86254 9.32995 -49.33545  37.43221 9.26667 -49.27221  37.86254 9.26667 -49.27221
rooms::mirUV  37.86254 9.32995 -49.33545  37.92403 9.26667 -49.27221  37.92402 9.32995 -49.30280
rooms::mirUV  37.86254 9.32995 -49.33545  37.86254 9.26667 -49.27221  37.92403 9.26667 -49.27221
rooms::mirUV  37.92402 9.32995 -49.30280  37.92403 9.26667 -49.27221  37.98549 9.32995 -49.33545
rooms::mirUV  37.98549 9.32995 -49.33545  37.92403 9.26667 -49.27221  37.98550 9.26666 -49.27221
rooms::mirUV  37.98549 9.32995 -49.33545  37.98550 9.26666 -49.27221  38.80006 9.26666 -49.27221
rooms::mirUV  37.98549 9.32995 -49.33545  38.80006 9.26666 -49.27221  38.86153 9.26666 -49.27221
rooms::mirUV  37.98549 9.32995 -49.33545  38.86153 9.26666 -49.27221  38.89227 9.26666 -49.27221
rooms::mirUV  37.98549 9.32995 -49.33545  38.89227 9.26666 -49.27221  38.95375 9.26666 -49.27221
rooms::mirUV  37.98549 9.32995 -49.33545  38.95375 9.26666 -49.27221  39.33797 9.32995 -49.33545
rooms::mirUV  39.33797 9.32995 -49.33545  38.95375 9.26666 -49.27221  39.33797 9.26667 -49.27221
rooms::mirUV  39.33797 9.32995 -49.33545  39.39945 9.26667 -49.27221  39.39945 9.32995 -49.29839
rooms::mirUV  39.33797 9.32995 -49.33545  39.33797 9.26667 -49.27221  39.39945 9.26667 -49.27221
rooms::mirUV  39.39945 9.32995 -49.29839  39.39945 9.26667 -49.27221  39.43019 9.32995 -49.29545
rooms::mirUV  39.43019 9.32995 -49.29545  39.39945 9.26667 -49.27221  39.43019 9.26666 -49.27221
rooms::mirUV  39.43019 9.32995 -49.29545  39.43019 9.26666 -49.27221  39.49167 9.32995 -49.33545
rooms::mirUV  39.49167 9.32995 -49.33545  39.43019 9.26666 -49.27221  39.49167 9.26667 -49.27221
rooms::mirUV  39.49167 9.32995 -49.33545  39.49167 9.26667 -49.27221  40.29086 9.26667 -49.27221
rooms::mirUV  39.49167 9.32995 -49.33545  40.29086 9.26667 -49.27221  40.35234 9.26667 -49.27221
rooms::mirUV  39.49167 9.32995 -49.33545  40.35234 9.26667 -49.27221  40.41381 9.26667 -49.27221
rooms::mirUV  39.49167 9.32995 -49.33545  40.41381 9.26667 -49.27221  40.47529 9.26667 -49.27221
rooms::mirUV  39.49167 9.32995 -49.33545  40.47529 9.26667 -49.27221  40.84415 9.32995 -49.33545
rooms::mirUV  40.84415 9.32995 -49.33545  40.47529 9.26667 -49.27221  40.84415 9.26666 -49.27221
rooms::mirUV  40.84415 9.32995 -49.33545  40.89026 9.26667 -49.27221  40.89025 9.32995 -49.29427
rooms::mirUV  40.84415 9.32995 -49.33545  40.84415 9.26666 -49.27221  40.89026 9.26667 -49.27221
rooms::mirUV  40.89025 9.32995 -49.29427  40.89026 9.26667 -49.27221  40.95173 9.32995 -49.30692
rooms::mirUV  40.95173 9.32995 -49.30692  40.89026 9.26667 -49.27221  40.95173 9.26667 -49.27221
rooms::mirUV  40.95173 9.32995 -49.30692  40.95173 9.26667 -49.27221  41.01321 9.32995 -49.33545
rooms::mirUV  41.01321 9.32995 -49.33545  40.95173 9.26667 -49.27221  41.01321 9.26667 -49.27221
rooms::mirUV  41.01321 9.32995 -49.33545  41.01321 9.26667 -49.27221  41.75092 9.26667 -49.27221
rooms::mirUV  41.01321 9.32995 -49.33545  41.75092 9.26667 -49.27221  41.81240 9.26667 -49.27221
rooms::mirUV  41.01321 9.32995 -49.33545  41.81240 9.26667 -49.27221  41.87388 9.26667 -49.27221
rooms::mirUV  41.01321 9.32995 -49.33545  41.87388 9.26667 -49.27221  41.91998 9.26667 -49.27221
rooms::mirUV  34.29691 9.26667 -49.27221  32.94443 9.20338 -49.36986  34.29691 9.20338 -49.36986
rooms::mirUV  34.29691 9.26667 -49.27221  34.29691 9.20338 -49.36986  34.35838 9.26667 -49.27221
rooms::mirUV  34.35838 9.26667 -49.27221  34.29691 9.20338 -49.36986  34.35839 9.20338 -49.32368
rooms::mirUV  34.35838 9.26667 -49.27221  34.35839 9.20338 -49.32368  34.41986 9.26666 -49.27221
rooms::mirUV  34.41986 9.26666 -49.27221  34.35839 9.20338 -49.32368  34.41986 9.20338 -49.32192
rooms::mirUV  34.41986 9.26666 -49.27221  34.41986 9.20338 -49.32192  34.48134 9.26666 -49.27221
rooms::mirUV  34.48134 9.26666 -49.27221  34.41986 9.20338 -49.32192  34.48134 9.20338 -49.36986
rooms::mirUV  34.48134 9.26666 -49.27221  34.48134 9.20338 -49.36986  34.83483 9.26667 -49.27221
rooms::mirUV  34.83483 9.26667 -49.27221  34.48134 9.20338 -49.36986  34.89631 9.26666 -49.27221
rooms::mirUV  34.89631 9.26666 -49.27221  34.48134 9.20338 -49.36986  34.95778 9.26666 -49.27221
rooms::mirUV  34.95778 9.26666 -49.27221  34.48134 9.20338 -49.36986  35.01926 9.26667 -49.27221
rooms::mirUV  35.01926 9.26667 -49.27221  34.48134 9.20338 -49.36986  35.75697 9.26667 -49.27221
rooms::mirUV  35.75697 9.26667 -49.27221  34.48134 9.20338 -49.36986  35.75697 9.20338 -49.36309
rooms::mirUV  35.75697 9.26667 -49.27221  35.80309 9.20338 -49.30927  35.80309 9.26677 -49.27221
rooms::mirUV  35.75697 9.26667 -49.27221  35.75697 9.20338 -49.36309  35.80309 9.20338 -49.30927
rooms::mirUV  35.80309 9.26677 -49.27221  35.86456 9.20338 -49.30603  35.86456 9.26667 -49.27221
rooms::mirUV  35.80309 9.26677 -49.27221  35.80309 9.20338 -49.30927  35.86456 9.20338 -49.30603
rooms::mirUV  35.86456 9.26667 -49.27221  35.86456 9.20338 -49.30603  35.92603 9.26667 -49.27221
rooms::mirUV  35.92603 9.26667 -49.27221  35.86456 9.20338 -49.30603  35.92603 9.20338 -49.36368
rooms::mirUV  35.92603 9.26667 -49.27221  35.92603 9.20338 -49.36368  36.34100 9.26667 -49.27221
rooms::mirUV  36.34100 9.26667 -49.27221  35.92603 9.20338 -49.36368  36.40248 9.26667 -49.27221
rooms::mirUV  36.40248 9.26667 -49.27221  35.92603 9.20338 -49.36368  36.43320 9.26667 -49.27221
rooms::mirUV  36.43320 9.26667 -49.27221  35.92603 9.20338 -49.36368  36.49469 9.26666 -49.27222
rooms::mirUV  36.49469 9.26666 -49.27222  35.92603 9.20338 -49.36368  37.27851 9.26666 -49.27221
rooms::mirUV  37.27851 9.26666 -49.27221  35.92603 9.20338 -49.36368  37.27851 9.20338 -49.36986
rooms::mirUV  37.27851 9.26666 -49.27221  37.33999 9.20338 -49.31133  37.33999 9.26667 -49.27221
rooms::mirUV  37.27851 9.26666 -49.27221  37.27851 9.20338 -49.36986  37.33999 9.20338 -49.31133
rooms::mirUV  37.33999 9.26667 -49.27221  37.33999 9.20338 -49.31133  37.37073 9.26667 -49.27221
rooms::mirUV  37.37073 9.26667 -49.27221  37.33999 9.20338 -49.31133  37.37074 9.20338 -49.32692
rooms::mirUV  37.37073 9.26667 -49.27221  37.37074 9.20338 -49.32692  37.43221 9.26667 -49.27221
rooms::mirUV  37.43221 9.26667 -49.27221  37.37074 9.20338 -49.32692  37.43221 9.20338 -49.36986
rooms::mirUV  37.43221 9.26667 -49.27221  37.43221 9.20338 -49.36986  37.86254 9.26667 -49.27221
rooms::mirUV  37.86254 9.26667 -49.27221  37.43221 9.20338 -49.36986  37.92403 9.26667 -49.27221
rooms::mirUV  37.92403 9.26667 -49.27221  37.43221 9.20338 -49.36986  37.98550 9.26666 -49.27221
rooms::mirUV  37.98550 9.26666 -49.27221  37.43221 9.20338 -49.36986  38.80006 9.26666 -49.27221
rooms::mirUV  38.80006 9.26666 -49.27221  37.43221 9.20338 -49.36986  38.80006 9.20338 -49.36751
rooms::mirUV  38.80006 9.26666 -49.27221  38.86153 9.20338 -49.30133  38.86153 9.26666 -49.27221
rooms::mirUV  38.80006 9.26666 -49.27221  38.80006 9.20338 -49.36751  38.86153 9.20338 -49.30133
rooms::mirUV  38.86153 9.26666 -49.27221  38.89227 9.20338 -49.31750  38.89227 9.26666 -49.27221
rooms::mirUV  38.86153 9.26666 -49.27221  38.86153 9.20338 -49.30133  38.89227 9.20338 -49.31750
rooms::mirUV  38.89227 9.26666 -49.27221  38.95375 9.20338 -49.36986  38.95375 9.26666 -49.27221
rooms::mirUV  38.89227 9.26666 -49.27221  38.89227 9.20338 -49.31750  38.95375 9.20338 -49.36986
rooms::mirUV  38.95375 9.26666 -49.27221  38.95375 9.20338 -49.36986  39.33797 9.26667 -49.27221
rooms::mirUV  39.33797 9.26667 -49.27221  38.95375 9.20338 -49.36986  39.39945 9.26667 -49.27221
rooms::mirUV  39.39945 9.26667 -49.27221  38.95375 9.20338 -49.36986  39.43019 9.26666 -49.27221
rooms::mirUV  39.43019 9.26666 -49.27221  38.95375 9.20338 -49.36986  39.49167 9.26667 -49.27221
rooms::mirUV  39.49167 9.26667 -49.27221  38.95375 9.20338 -49.36986  40.29086 9.26667 -49.27221
rooms::mirUV  40.29086 9.26667 -49.27221  38.95375 9.20338 -49.36986  40.29086 9.20338 -49.36986
rooms::mirUV  40.29086 9.26667 -49.27221  40.29086 9.20338 -49.36986  40.35234 9.26667 -49.27221
rooms::mirUV  40.35234 9.26667 -49.27221  40.29086 9.20338 -49.36986  40.35234 9.20338 -49.32368
rooms::mirUV  40.35234 9.26667 -49.27221  40.35234 9.20338 -49.32368  40.41381 9.26667 -49.27221
rooms::mirUV  40.41381 9.26667 -49.27221  40.35234 9.20338 -49.32368  40.41381 9.20338 -49.32192
rooms::mirUV  40.41381 9.26667 -49.27221  40.41381 9.20338 -49.32192  40.47529 9.26667 -49.27221
rooms::mirUV  40.47529 9.26667 -49.27221  40.41381 9.20338 -49.32192  40.47529 9.20338 -49.36986
rooms::mirUV  40.47529 9.26667 -49.27221  40.47529 9.20338 -49.36986  40.84415 9.26666 -49.27221
rooms::mirUV  40.84415 9.26666 -49.27221  40.47529 9.20338 -49.36986  40.89026 9.26667 -49.27221
rooms::mirUV  40.89026 9.26667 -49.27221  40.47529 9.20338 -49.36986  40.95173 9.26667 -49.27221
rooms::mirUV  40.95173 9.26667 -49.27221  40.47529 9.20338 -49.36986  41.01321 9.26667 -49.27221
rooms::mirUV  41.01321 9.26667 -49.27221  40.47529 9.20338 -49.36986  41.75092 9.26667 -49.27221
rooms::mirUV  41.75092 9.26667 -49.27221  40.47529 9.20338 -49.36986  41.75092 9.20338 -49.36309
rooms::mirUV  25.47504 12.20488 -49.34339  25.47505 10.81262 -49.33339  26.87363 10.81262 -49.33339
rooms::mirUV  26.87363 12.20488 -49.34339  26.87363 10.81262 -49.33339  26.93511 10.81262 -49.30986
rooms::mirUV  26.99659 12.20488 -49.34339  26.93511 10.81262 -49.30986  26.99659 10.81262 -49.33339
rooms::mirUV  26.99659 12.20488 -49.34339  26.99659 10.81262 -49.33339  28.34907 10.81262 -49.33339
rooms::mirUV  28.41054 12.20488 -49.30045  28.34907 10.81262 -49.33339  28.41054 10.81262 -49.30044
rooms::mirUV  28.47202 12.20488 -49.34339  28.41054 10.81262 -49.30044  28.47202 10.81262 -49.33339
rooms::mirUV  29.82450 12.20488 -49.34339  28.47202 10.81262 -49.33339  29.82450 10.81262 -49.33339
rooms::mirUV  29.82450 12.20488 -49.34339  29.82450 10.81262 -49.33339  29.88597 10.81262 -49.30074
rooms::mirUV  29.88597 12.20487 -49.30074  29.88597 10.81262 -49.30074  29.91672 10.81262 -49.31192
rooms::mirUV  29.97819 12.20488 -49.34339  29.91672 10.81262 -49.31192  29.97819 10.81262 -49.33339
rooms::mirUV  29.97819 12.20488 -49.34339  29.97819 10.81262 -49.33339  31.31530 10.81262 -49.33339
rooms::mirUV  31.31530 12.20488 -49.34339  31.31530 10.81262 -49.33339  31.37679 10.81262 -49.31456
rooms::mirUV  31.37678 12.20487 -49.31457  31.37679 10.81262 -49.31456  31.42288 10.81262 -49.29221
rooms::mirUV  31.46899 12.20488 -49.34339  31.42288 10.81262 -49.29221  31.46899 10.81262 -49.33339
rooms::mirUV  31.46899 12.20488 -49.34339  31.46899 10.81262 -49.33339  32.86758 10.81262 -49.33339
rooms::mirUV  32.86758 12.20488 -49.34339  32.86758 10.81262 -49.33339  32.92906 10.81262 -49.30986
rooms::mirUV  32.99053 12.20488 -49.34339  32.92906 10.81262 -49.30986  32.99054 10.81262 -49.33339
rooms::mirUV  32.99053 12.20488 -49.34339  32.99054 10.81262 -49.33339  34.34302 10.81262 -49.33339
rooms::mirUV  25.47505 10.81262 -49.33339  26.87363 10.74933 -49.24281  26.87363 10.81262 -49.33339
rooms::mirUV  25.47505 10.81262 -49.33339  25.98222 10.74927 -49.24280  26.87363 10.74933 -49.24281
rooms::mirUV  26.87363 10.81262 -49.33339  26.87363 10.74933 -49.24281  26.93511 10.81262 -49.30986
rooms::mirUV  26.93511 10.81262 -49.30986  26.87363 10.74933 -49.24281  26.93510 10.74932 -49.24280
rooms::mirUV  26.93511 10.81262 -49.30986  26.93510 10.74932 -49.24280  26.99659 10.81262 -49.33339
rooms::mirUV  26.99659 10.81262 -49.33339  26.93510 10.74932 -49.24280  26.99659 10.74933 -49.24280
rooms::mirUV  26.99659 10.81262 -49.33339  26.99659 10.74933 -49.24280  27.33471 10.74933 -49.24281
rooms::mirUV  26.99659 10.81262 -49.33339  27.33471 10.74933 -49.24281  27.39617 10.74928 -49.24280
rooms::mirUV  26.99659 10.81262 -49.33339  27.39617 10.74928 -49.24280  27.42690 10.74923 -49.24280
rooms::mirUV  26.99659 10.81262 -49.33339  27.42690 10.74923 -49.24280  27.48840 10.74940 -49.24280
rooms::mirUV  26.99659 10.81262 -49.33339  28.34907 10.74933 -49.24280  28.34907 10.81262 -49.33339
rooms::mirUV  26.99659 10.81262 -49.33339  27.48840 10.74940 -49.24280  28.34907 10.74933 -49.24280
rooms::mirUV  28.34907 10.81262 -49.33339  28.41053 10.74932 -49.24280  28.41054 10.81262 -49.30044
rooms::mirUV  28.34907 10.81262 -49.33339  28.34907 10.74933 -49.24280  28.41053 10.74932 -49.24280
rooms::mirUV  28.41054 10.81262 -49.30044  28.41053 10.74932 -49.24280  28.47202 10.81262 -49.33339
rooms::mirUV  28.47202 10.81262 -49.33339  28.41053 10.74932 -49.24280  28.47202 10.74933 -49.24280
rooms::mirUV  28.47202 10.81262 -49.33339  28.47202 10.74933 -49.24280  28.84088 10.74933 -49.24280
rooms::mirUV  28.47202 10.81262 -49.33339  28.84088 10.74933 -49.24280  28.90235 10.74933 -49.24280
rooms::mirUV  28.47202 10.81262 -49.33339  28.90235 10.74933 -49.24280  28.94846 10.74933 -49.24280
